asv,asv_len,rel_ab,midas_taxonomy,best_organism,best_genome_id,best_align_score,best_identity,best_edlib_distance,best_genus,best_family
d0396f31c93e8dce2c237870994d1599,370,0.003841,Bacteria Spirochaetota Spirochaetia Spirochaetales Spirochaetaceae midas_g_36985 midas_s_36985,Spirochaetaceae bacterium CSMAG_505,1898206.222,585.0,0.9162,31,,Spirochaetaceae
d0417be59ef1437f116d6d1569a97af6,374,0.000319,Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Nitrosomonadaceae Nitrosomonas,Burkholderiales bacterium strain H5_AOB4,1891238.584,738.0,0.9947,2,,
d0425a80968683b0e626636dc93c1f7a,368,0.004438,Bacteria Bacteroidota Bacteroidia Flavobacteriales Flavobacteriaceae Flavobacterium,Flavobacterium sp. IGB 4-14,1871076.5,726.0,0.9946,2,Flavobacterium,Flavobacteriaceae
d04bc1cfdd441510f9908f956a0d04c3,375,0.000617,Bacteria Actinobacteriota Actinobacteria Bifidobacteriales Bifidobacteriaceae Bifidobacterium Bifidobacterium_bifidum,Bifidobacterium bifidum 1001271st1_B3_1001271B_151109,1681.1473,750.0,1.0,0,Bifidobacterium,Bifidobacteriaceae
d05002986e2b3ae4528f0200b2b685b2,371,0.000436,Bacteria Patescibacteria Microgenomatia Ca_Shapirobacteria midas_f_2290,Candidatus Parcubacteria bacterium OH_SDB_33,2762014.114,675.0,0.965,13,,
d0523d37afb5bc2f584d3c22ab93316e,379,0.00047,Bacteria Chloroflexi Chloroflexia Chloroflexales Chloroflexaceae midas_g_61647,Scytonema tolypothrichoides VB-61278,1233231.13,583.0,0.9086,35,Scytonema,Scytonemataceae
d05573870356d1de50f434c7876b3f14,374,0.128878,Bacteria Proteobacteria Gammaproteobacteria Xanthomonadales Xanthomonadaceae,Thermomonas brevis strain KACC 16975,215691.3,723.0,0.9866,5,Thermomonas,Lysobacteraceae
d05b1ded137395d607dd74d7875f9345,373,0.01037,Bacteria Planctomycetota Planctomycetes Gemmatales Gemmataceae Fimbriiglobus midas_s_38248,Gemmataceae bacterium STL-PLA23,2052164.210,746.0,1.0,0,,Gemmataceae
d06d44239b90535b8676553dfd598fa1,374,0.00446,Bacteria Acidobacteriota Blastocatellia Blastocatellales Blastocatellaceae Blastocatella midas_s_15620,Sphingobacteriaceae bacterium SMAG_U3582,2021370.137,738.0,0.9947,2,,Sphingobacteriaceae
d0753c069f0c184cd800e971115eec98,371,0.001953,Bacteria Bacteroidota Bacteroidia Chitinophagales Saprospiraceae midas_g_142 midas_s_142,Bacteroidota bacterium USST_maxbin.360_sub,1898104.3542,742.0,1.0,0,,
d0a1db1c2d478ddb0fc536d7aea62527,368,0.000604,Bacteria Bacteroidota Ignavibacteria SJA-28 midas_f_31 midas_g_171,Ignavibacteria bacterium AS-MICRO-OLR.79,2053306.302,623.0,0.9423,23,,
d0bf96311d2531baaecbb6c5a35d790c,371,0.002899,Bacteria Firmicutes Clostridia Peptostreptococcales-Tissierellales Anaerovoracaceae Eubacterium_brachy_group,Anaerovoracaceae bacterium 9a18b0be-3cd7-4579-855f-5da548aae6a9,3030912.180,707.0,0.9811,7,,Anaerovoracaceae
d0c404ff7e0920d264b64f5a6de63210,372,0.003977,Bacteria Proteobacteria Gammaproteobacteria Competibacterales Competibacteraceae Ca_Competibacter midas_s_198,uncultured Gammaproteobacteria bacterium MFD09964.bin.1.117,86473.1588,739.0,0.9973,1,,
d0f3a900bee1d14d3010ee2511609eaf,370,0.000952,Bacteria Desulfobacterota Desulfovibrionia Desulfovibrionales Desulfovibrionaceae Desulfovibrio midas_s_88019,Desulfovibrio mexicanus strain DSM 13116,147047.3,690.0,0.973,10,Humidesulfovibrio,Desulfovibrionaceae
d0f8f2c839a86407967290ab2543bfac,375,0.001646,Bacteria Armatimonadota Fimbriimonadia Fimbriimonadales Fimbriimonadaceae midas_g_53968 midas_s_53968,Chthonomonas sp. UBA2362,1946333.3,691.0,0.9708,11,Chthonomonas,Chthonomonadaceae
d110aaec209cdc048ffa1c7ec9e0af0b,374,0.00066,Bacteria Planctomycetota Phycisphaerae Phycisphaerales Phycisphaeraceae SM1A02 midas_s_81374,Planctomycetes bacterium strain UWPOB_PLANC1,2026780.490,743.0,0.9973,1,,
d11688337a8b830a6a9b37c9aba53e80,370,0.00139,Bacteria Bacteroidota Bacteroidia Chitinophagales Saprospiraceae Ca_Epiflobacter midas_s_89,Saprospiraceae bacterium strain EsbW_18-Q3-R4-48_BATAC.476_sub,2202734.76,735.0,0.9973,1,,Saprospiraceae
d11bdbd7ccb6e020e46bb12d3903ef0a,370,0.00183,Bacteria Bacteroidota Bacteroidia Chitinophagales Chitinophagaceae midas_g_10639 midas_s_10639,Bacteroidetes bacterium strain SZAS-19,1898104.863,740.0,1.0,0,,
d13123338dd49b928b0252f069820301,372,0.004044,Bacteria Firmicutes Clostridia Christensenellales Christensenellaceae midas_g_62577,Bacillota bacterium JPMR_metabat.40_sub,1879010.10588,685.0,0.9706,11,,
d138039aa448cc373b2e7cf4d5e62028,372,0.00064,Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Sutterellaceae,uncultured beta proteobacterium MFD00709.bin.1.205,86027.1378,739.0,0.9973,1,,
d13bfe575c92b3d721dd84b3858327c5,372,0.017087,Bacteria Proteobacteria Gammaproteobacteria Burkholderiales SC-I-84 midas_g_1341 midas_s_4072,Burkholderiales bacterium STL-PRO83,1891238.2612,744.0,1.0,0,,
d15b176c9d1d2e76a7fb21a63c097661,374,0.023922,Bacteria Patescibacteria Parcubacteria,Candidatus Paceibacterota bacterium EBPR_ori4bin.24,2053589.1206,713.0,0.9813,7,,
d17215a93698b41d098c32098757018f,374,0.023406,Bacteria Proteobacteria Gammaproteobacteria Xanthomonadales Xanthomonadaceae Arenimonas,Arenimonas sp. z29,2058085.4,718.0,0.984,6,Arenimonas,Lysobacteraceae
d17d217b047d997803d6c932e4bcb1bc,368,0.013452,Bacteria Bacteroidota Bacteroidia Flavobacteriales Flavobacteriaceae Flavobacterium Flavobacterium_croceum,Flavobacterium croceum DSM 17960,1121886.3,736.0,1.0,0,Flavobacterium,Flavobacteriaceae
d1a835231446692ca36239751e1248c8,374,0.000563,Bacteria Bdellovibrionota Oligoflexia 0319-6G20 midas_f_2887 midas_g_5221 midas_s_5221,Bdellovibrionota bacterium ME2015-08-11_3300044626_group6_bin38,3034175.112,683.0,0.9652,13,,
d1ad18c582956541d775c4d6e0d7823d,375,0.000375,Bacteria Planctomycetota Planctomycetes Isosphaerales Isosphaeraceae midas_g_69245 midas_s_69245,uncultured Isosphaeraceae bacterium MFD06435.bin.2.61,1935954.10,585.0,0.912,33,,Isosphaeraceae
d1aed3390f4be80a683e0014485c01f0,393,0.000489,Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Comamonadaceae Simplicispira,Giesbergeria sp. R32x_68d_np_Bin2.16,2818473.28,765.0,0.9898,4,Giesbergeria,Comamonadaceae
d1bb3a8e9a23ba644ac6eb4f9c7ae991,372,0.005257,Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Comamonadaceae Rhodoferax,uncultured beta proteobacterium MFD04651.bin.3.366,86027.1334,744.0,1.0,0,,
d1c6d7fd6172206647b0402336dbca5a,374,0.000604,Bacteria Acidobacteriota Thermoanaerobaculia Thermoanaerobaculales Thermoanaerobaculaceae Subgroup_10,Thermoanaerobaculia bacterium strain Go_SlAct_bin_66,2651171.17,748.0,1.0,0,,
d1c7c531d9f34fc6deaa9ca6081d68ca,374,0.019516,Bacteria Verrucomicrobiota Verrucomicrobiae Pedosphaerales Pedosphaeraceae Oikopleura,Methylococcaceae bacterium ME2015-10-04_3300042525_group6_bin75,1933926.200,703.0,0.9759,9,,Methylococcaceae
d1dc8c5f6a93fae592269b49e4cfc716,374,0.132053,Bacteria Planctomycetota Phycisphaerae Phycisphaerales Phycisphaeraceae SM1A02,Phycisphaerales bacterium SMAG_U2591,2052180.652,623.0,0.9332,25,,
d22e9586f51f2b4d4e2ae0d29f34fc19,372,0.001323,Bacteria Planctomycetota Planctomycetes Planctomycetales Rubinisphaeraceae SH-PL14 midas_s_3612,Planctomycetaceae bacterium STL-PLA46,2026779.942,669.0,0.9597,15,,Planctomycetaceae
d235ec6b10c514d64660bd9d74f2e71c,373,0.001617,Bacteria Proteobacteria Gammaproteobacteria Pseudomonadales Pseudomonadaceae Pseudomonas midas_s_3383,Pseudomonas sp. CW003PS,3041817.6,721.0,0.9918,5,Pseudomonas,Pseudomonadaceae
d2461b8c5e5090876e455245c61fb29d,372,0.005059,Bacteria Proteobacteria Gammaproteobacteria Competibacterales Competibacteraceae Ca_Competibacter midas_s_198,uncultured Gammaproteobacteria bacterium MFD09964.bin.1.117,86473.1588,739.0,0.9973,1,,
d26dfa41440fb6a1cb66a96256aa966f,370,0.026876,Bacteria Bacteroidota Bacteroidia Sphingobacteriales NS11-12_marine_group midas_g_24113 midas_s_24113,Bacteroidia bacterium MAG.356,2044936.330,740.0,1.0,0,,
d271605ba46d39cda9f507ce8c0c338c,375,0.001519,Bacteria Planctomycetota Planctomycetes Isosphaerales Isosphaeraceae Paludisphaera,Paludisphaera sp. Pla2,3030827.3,680.0,0.9627,14,Paludisphaera,Isosphaeraceae
d27891ec7eaa21b0099ce51c7b38bc5c,371,0.001646,Bacteria Planctomycetota Planctomycetes Planctomycetales Rubinisphaeraceae midas_g_1221,Planctomycetaceae bacterium SLM_LV1_0830-D17,2026779.820,717.0,0.9865,5,,Planctomycetaceae
d28ced77e00f6aeeeb71f47a4cf0d3d5,373,0.00032,Bacteria Caldisericota Caldisericia Caldisericales WCHB1-02 midas_g_16145 midas_s_65720,Bacillota bacterium USCA_maxbin.372_sub,1879010.10615,614.0,0.9326,27,,
d292084fc1f40bc2ae02cc8d7d0aa1a5,372,0.002881,Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Rhizobiaceae Mesorhizobium,Rhizobiaceae bacterium ACE_NR_PROT7,1913961.66,729.0,0.9919,3,,Rhizobiaceae
d2af58d88f2cbbc2e0cc9121a4591f97,372,0.000607,Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Rhodocyclaceae,Escherichia coli strain cont_1,562.28305,567.0,0.9062,35,Escherichia,Enterobacteriaceae
d2bf1b25c8da134597c2f6da64f71120,373,0.000833,Bacteria Proteobacteria Gammaproteobacteria Diplorickettsiales Diplorickettsiaceae midas_g_22144 midas_s_41168,Proteobacteria bacterium BP9.bin86,1977087.1722,593.0,0.9216,31,,
d2cedb2deaea5268cd42afd292eb6696,374,0.000607,Bacteria Verrucomicrobiota Lentisphaeria Victivallales GWF2-44-16 midas_g_102651 midas_s_102651,Lentisphaerae bacterium GWF2_44_16,1798571.3,597.0,0.9202,30,,
d3072bc037e8ec5081926db9554c70a3,372,0.000794,Bacteria Proteobacteria Alphaproteobacteria Azospirillales Inquilinaceae Inquilinus midas_s_53749,Inquilinus sp. Marseille-Q2685,2866581.4,674.0,0.9624,14,Inquilinus,Rhodospirillaceae
d31853aa8a44ba04d2119518947e74be,374,0.001913,Bacteria Proteobacteria Gammaproteobacteria Xanthomonadales Xanthomonadaceae Stenotrophomonas midas_s_36355,Stenotrophomonas bentonitica bc1011_bin2,1450134.45,748.0,1.0,0,Stenotrophomonas,Lysobacteraceae
d31de3b91680cb80a142dd622fbf1d2d,370,0.016604,Bacteria Bacteroidota Bacteroidia Sphingobacteriales env.OPS_17 midas_g_3487,uncultured bacterium SRR6231193_bin.57_CONCOCT_v1.1_MAG,77133.4208,700.0,0.9784,8,,
d323934346cd24554880990fa3025613,374,0.24697,Bacteria Proteobacteria Gammaproteobacteria Xanthomonadales Rhodanobacteraceae Aquimonas Aquimonas_voraii,Aquimonas sp. ME2006-08-18D11_3300042945_group2_bin107,1872588.12,748.0,1.0,0,Aquimonas,Lysobacteraceae
d32589238ae2ebd49e2ad06318f3240f,391,0.004234,Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Rhodocyclaceae Ca_Accumulibacter,Candidatus Accumulibacter meliphilus UW14,2211374.3,762.0,0.9898,4,Candidatus Accumulibacter,
d32a654208fa94cbd34e4e6e8fc8d2a1,374,0.001011,Bacteria Chloroflexi Anaerolineae MSB-5E12 midas_f_92558 midas_g_109686 midas_s_109686,Anaerolineae bacterium RSWS13,2052143.723,616.0,0.9307,26,,
d33b8db2948391cd4fee52e8f3d4471e,373,0.00067,Bacteria Proteobacteria Alphaproteobacteria Rickettsiales Rickettsiaceae,Rickettsia sp. R2,2654757.3,600.0,0.9223,29,,
d3409a774be9751ed668a21fdd93f904,372,0.003739,Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Comamonadaceae Rubrivivax midas_s_12147,Rubrivivax sp. 5N023,50259.267,744.0,1.0,0,Rubrivivax,Sphaerotilaceae
d34e40f3be77de0bb9ccb0d186c64c46,370,0.001058,Bacteria Bacteroidota Bacteroidia Chitinophagales Chitinophagaceae midas_g_25393,Chitinophagaceae bacterium AS-MESO-3CA.393,1869212.1179,710.0,0.9838,6,,Chitinophagaceae
d35099e081262e70b3591f88858f25c7,370,0.000437,Bacteria Desulfobacterota Desulfovibrionia Desulfovibrionales Desulfovibrionaceae Desulfovibrio midas_s_85916,Desulfovibrio mexicanus strain DSM 13116,147047.3,700.0,0.9784,8,Humidesulfovibrio,Desulfovibrionaceae
d351acdf8899b4bc24be030d17d4eb6e,373,0.001019,Bacteria Firmicutes Negativicutes Veillonellales-Selenomonadales Sporomusaceae midas_g_3252 midas_s_8366,Negativicutes bacterium 83deffcd-e23c-43a8-b56c-eeb2f7c44ec8,2499140.25,726.0,0.9893,4,,
d39e861e6fc302c2a3c112d2462db613,374,0.470335,Bacteria Planctomycetota Phycisphaerae Phycisphaerales Phycisphaeraceae SM1A02 midas_s_7383,Rhodocyclaceae bacterium UR_AS_maxbin.189_sub,1898103.487,748.0,1.0,0,,Rhodocyclaceae
d3a7ba97bb01f823a4a360e3b1c7a52d,375,0.00132,Bacteria Verrucomicrobiota Verrucomicrobiae Chthoniobacterales Terrimicrobiaceae Terrimicrobium midas_s_113441,Verrucomicrobia bacterium strain SCN18_30_10_14_R3_B_61_17,2026799.425,710.0,0.9787,8,,
d3cf9feb082be9ef399e72f566f8d184,372,0.106912,Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Rhizobiaceae Mesorhizobium midas_s_1217,Mesorhizobium sp. CAU 1741,3140366.3,704.0,0.9785,8,Mesorhizobium,Phyllobacteriaceae
d3f1185a9a790c3507ef6ed64123f91c,370,0.235678,Bacteria Bacteroidota Bacteroidia Chitinophagales Chitinophagaceae Terrimonas,Chitinophagaceae bacterium strain Lyne_18-Q3-R50-59_BATAC.274,1869212.157,730.0,0.9946,2,,Chitinophagaceae
d3fc8eeeb539bc7d3d9a3de541bb94b6,370,0.000651,Bacteria Bacteroidota Bacteroidia Bacteroidetes_VC2.1_Bac22 midas_f_27512 midas_g_35053 midas_s_58746,Flavobacteriales bacterium strain SSF32,2021391.497,660.0,0.9568,16,,
d40238b6e6c47b51c94b10008b551af4,375,0.003299,Bacteria Actinobacteriota Actinobacteria Micrococcales Microbacteriaceae Microbacterium,Microbacterium sp. Bi98,2821116.9,750.0,1.0,0,Microbacterium,Microbacteriaceae
d4100b19f443b88614f49337a1ea14c9,374,0.003057,Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Rhodocyclaceae Thauera,Thauera sp. JM12B12,3142262.4,743.0,0.9973,1,Thauera,Zoogloeaceae
d4121c69bfc87a2524cd2abf34702ce7,372,0.001169,Bacteria Firmicutes Bacilli,Mycobacterium tuberculosis 15.0607522,1733.9535,506.0,0.8717,49,,
d428681e0895cb3ef2d51fad383057f0,368,0.03005,Bacteria Bacteroidota Ignavibacteria Ignavibacteriales,Ignavibacteriales bacterium DeMMO4_5,2049428.158,731.0,0.9973,1,,
d456c182db682a872e77196acf21c114,376,0.000434,Bacteria Proteobacteria Gammaproteobacteria Xanthomonadales Xanthomonadaceae Pseudoxanthomonas midas_s_22181,Pseudoxanthomonas mexicana isolate_57,128785.61,620.0,0.9307,28,Pseudoxanthomonas,Lysobacteraceae
d45bbab14253294fdf87ad63aa05c16b,370,0.043562,Bacteria Bacteroidota Bacteroidia Flavobacteriales Weeksellaceae Cloacibacterium,Cloacibacterium sp. TD35,2976818.4,740.0,1.0,0,Cloacibacterium,Weeksellaceae
d4620a8cc5b28c934c65b74941c8f0ce,374,0.000717,Bacteria Proteobacteria Gammaproteobacteria Thiotrichales Thiotrichaceae Thiothrix midas_s_1351,Thiothrix fructosivorans strain ATCC 49748,111770.3,748.0,1.0,0,Thiothrix,Thiotrichaceae
d464bc33e5f1f76150b33aca10d664ca,370,0.001961,Bacteria Bacteroidota Bacteroidia Bacteroidetes_VC2.1_Bac22 midas_f_27512 midas_g_35053 midas_s_58746,Flavobacteriales bacterium strain SSF32,2021391.497,670.0,0.9622,14,,
d4709fa3564b8000b7fdf2356552de62,370,0.000397,Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Neisseriaceae midas_g_46631 midas_s_46631,Comamonadaceae bacterium JR-MC-H-240519-231,1871071.232,628.0,0.9407,22,,Comamonadaceae
d47809ed2fc2304ad758ed602f9df502,381,0.003255,Bacteria Patescibacteria ABY1 Ca_Komeilibacteria midas_f_53862 midas_g_53862 midas_s_53862,uncultured bacterium SRR5576004_bin.38_CONCOCT_v1.1_MAG,77133.3915,752.0,0.9948,2,,
d47b161962a2a6b73ac689988f174f5a,375,0.001192,Bacteria Planctomycetota Planctomycetes Isosphaerales Isosphaeraceae midas_g_116114 midas_s_116114,uncultured Planctomycetales bacterium MFD02923.bin.3.99,100371.50,695.0,0.9707,11,,
d483981e0a2629c6d142213cdabc62d4,374,0.002224,Bacteria Chloroflexi Anaerolineae Anaerolineales Anaerolineaceae Anaerolinea midas_s_71770,uncultured Chloroflexia bacterium MFD09730.bin.2.106,1672391.113,663.0,0.9545,17,,
d48ff8fc0290b4f3af558dbeb3c32da4,374,2.279807,Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Rhodocyclaceae Zoogloea,Proteobacteria bacterium strain SZAS-76,1977087.1003,743.0,0.9973,1,,
d4b2bd68c8a88033bc0abe0f59f8c2e8,372,0.005759,Bacteria Proteobacteria Gammaproteobacteria Competibacterales Competibacteraceae Ca_Competibacter midas_s_5409,uncultured Pseudomonadota bacterium MFD00905.bin.2.186,153809.1301,719.0,0.9866,5,,
d4c6b23fc43b7c77cdf98561bfc20a65,372,0.000434,Bacteria Proteobacteria Alphaproteobacteria Caulobacterales Hyphomonadaceae midas_g_32221 midas_s_32221,Alphaproteobacteria bacterium Ga0077535,1752192.4,679.0,0.9651,13,,
d4ca7fe5975184c89fb0b8c95d5b0e39,373,0.001011,Bacteria Proteobacteria Alphaproteobacteria Rhodospirillales midas_f_2010 midas_g_7254,Alphaproteobacteria bacterium STD2_20,1913988.2137,626.0,0.9357,24,,
d4e1e33c3fbf34d052e615a94f6df628,372,0.003752,Bacteria Proteobacteria Gammaproteobacteria Competibacterales Competibacteraceae Ca_Competibacter midas_s_198,uncultured Gammaproteobacteria bacterium MFD09964.bin.1.117,86473.1588,739.0,0.9973,1,,
d4f1497709000f513dbb45c769943358,376,0.00032,Bacteria Planctomycetota Planctomycetes Isosphaerales Isosphaeraceae Tundrisphaera midas_s_71327,uncultured Isosphaeraceae bacterium MFD09495.bin.2.81,1935954.15,655.0,0.9495,19,,Isosphaeraceae
d5004573c96ec6eedcc4348d1145db37,372,0.00305,Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Hyphomicrobiaceae Hyphomicrobium midas_s_121,uncultured Alphaproteobacteria bacterium MFD02242.bin.1.17,91750.4684,694.0,0.9731,10,,
d51f051e9e3426b6c4c18377f693daca,374,0.000957,Bacteria Chloroflexi Anaerolineae RBG-13-54-9 Ca_Brachytrichaceae midas_g_4001 midas_s_30447,uncultured Chloroflexia bacterium MFD00032.bin.2.88,1672391.112,688.0,0.9679,12,,
d53f28b60570d16d36f54408b4938d6d,373,0.01112,Bacteria Desulfobacterota Syntrophorhabdia Syntrophorhabdales Syntrophorhabdaceae Syntrophorhabdus,Deltaproteobacteria bacterium RA.bin14,2026735.1906,741.0,0.9973,1,,
d56438f3fb296749ad838564072ac0fd,372,0.002426,Bacteria Bacteroidota Kapabacteria Kapabacteriales midas_f_428 midas_g_428 midas_s_11020,Candidatus Kapabacteria bacterium cMAG.3,2447898.94,744.0,1.0,0,Candidatus Kapaibacterium,Candidatus Kapaibacteriaceae
d572e46017f48e32ff337a58fb82429c,370,0.053813,Bacteria Bacteroidota Bacteroidia Bacteroidales Prolixibacteraceae WCHB1-32,Prolixibacteraceae bacterium ef7765ba-7ead-4b2a-8fe4-832c187d60b8,2053594.172,730.0,0.9946,2,,Prolixibacteraceae
d575992b99f994fdc4f618a0c520ddcb,372,0.013817,Bacteria Acidobacteriota Acidobacteriae Bryobacterales Bryobacteraceae Bryobacter midas_s_59186,Bryobacterales bacterium Salar_de_Ascotan_sediment_MAG_ASE11,2026791.265,689.0,0.9704,11,,
d5a2f933539895d50d9ac6f596cf4923,391,0.002881,Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Rhodocyclaceae Thauera,Thauera sp. JM12B12,3142262.4,764.0,0.9948,5,Thauera,Zoogloeaceae
d5a7a23fbbc2fc87321de6ad89b68e5d,374,0.018216,Bacteria Chloroflexi Anaerolineae Anaerolineales Anaerolineaceae Anaerolinea midas_s_30913,uncultured Chloroflexia bacterium MFD01721.bin.2.163,1672391.659,566.0,0.9035,37,,
d5c1cd0537685f7a47fbb2e8e24f5992,374,0.00044,Bacteria Myxococcota Polyangia mle1-27 midas_f_990 midas_g_5210 midas_s_9509,Polyangiales bacterium STL-MYX10,3034171.123,723.0,0.9866,5,,
d5cef3fde970edec04e8d31121de5795,374,0.009679,Bacteria Cyanobacteria Sericytochromatia midas_o_1421 midas_f_1421 midas_g_56678 midas_s_56678,Candidatus Sericytochromatia bacterium strain MAG_89,2762020.9,578.0,0.9098,34,,
d5d08460890e015cada4e235e7f83a94,519,0.049327,Bacteria,Klebsiella pneumoniae 18443,573.95363,274.0,1.0,217,Klebsiella,Enterobacteriaceae
d5d631557acd6dd1b839123493fc6c2f,374,0.00121,Bacteria Myxococcota Polyangia Haliangiales Haliangiaceae Haliangium midas_s_42751,uncultured delta proteobacterium MFD05502.bin.2.30,34034.947,678.0,0.9626,14,,
d5dbbce1a10800f25883589e6d205b5d,370,0.017101,Bacteria Desulfobacterota Desulfovibrionia Desulfovibrionales Desulfovibrionaceae Desulfovibrio Desulfovibrio_putealis,Fundidesulfovibrio sp. SG106,2922717.5,710.0,0.9838,6,Fundidesulfovibrio,Desulfovibrionaceae
d5f0029ac4c18ac709875d14dea2a8b0,372,0.000915,Bacteria Proteobacteria Alphaproteobacteria Tistrellales Geminicoccaceae Ca_Alysiosphaera,Geminicoccaceae bacterium STL-PRO10,2448052.94,649.0,0.9489,19,,Geminicoccaceae
d6016ff8282ca62ae4625db6da9ae433,285,0.000498,Bacteria Proteobacteria Gammaproteobacteria Competibacterales Competibacteraceae Ca_Competibacter,uncultured Gammaproteobacteria bacterium MFD09964.bin.1.117,86473.1588,391.0,0.9761,46,,
d6183f5106001e020c031e4de4dc2f6c,374,0.000872,Bacteria Bdellovibrionota Bdellovibrionia Bdellovibrionales Bdellovibrionaceae Bdellovibrio midas_s_52481,Candidatus Paceibacterota bacterium UR_AS_maxbin.219,2053589.824,693.0,0.9706,11,,
d625a9dd8918787fcf4b92616b9ce75b,374,0.000478,Bacteria,Candidatus Paceibacterota bacterium EBPR_ori4bin.24,2053589.1206,586.0,0.9194,32,,
d63d9347caf61699323bff3767bf2d7e,373,0.000872,Bacteria Planctomycetota Planctomycetes Gemmatales Gemmataceae Gemmata midas_s_99775,Planctomycetes bacterium strain K_Offshore_80m_m2_185,2026780.454,716.0,0.9839,6,,
d64fb69c0784fa934397682c9ebaeb55,390,0.011638,Bacteria Proteobacteria Gammaproteobacteria Competibacterales Competibacteraceae Ca_Competibacter midas_s_198,uncultured Gammaproteobacteria bacterium MFD09964.bin.1.117,86473.1588,772.0,1.0,2,,
d6512dc13dc82d66fedb2ba3ca7182b5,378,0.013011,Archaea Euryarchaeota Methanobacteria Methanobacteriales Methanobacteriaceae Methanobacterium Methanobacterium_beijingense,Methanobacteriaceae archaeon 7-NCT_032,2099680.25,746.0,0.9947,2,,Methanobacteriaceae
d676e358ac189c9b3b61247f2c1644c7,392,0.001667,Bacteria Proteobacteria Gammaproteobacteria Xanthomonadales Xanthomonadaceae Pseudoxanthomonas midas_s_22181,Pseudoxanthomonas mexicana isolate_57,128785.61,762.0,0.9873,5,Pseudoxanthomonas,Lysobacteraceae
d68a6a468ccb51143ce0f8f084584a81,370,0.001993,Bacteria Deinococcota Deinococci Deinococcales Deinococcaceae Deinococcus midas_s_60388,Deinococcus ficus strain CC-FR2-10,317577.8,740.0,1.0,0,Deinococcus,Deinococcaceae
d699c19daa0057d6826c1a53b51b1b6a,374,0.002426,Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Rhodocyclaceae,uncultured beta proteobacterium MFD00905.bin.2.187,86027.1228,733.0,0.992,3,,
d6bd5dab94ee03c61ccc8aad35ee59db,393,0.000317,Bacteria midas_p_12349 midas_c_12349 midas_o_49881 midas_f_49881,Bryobacterales bacterium MFD08416.bin.2.34,2026791.474,295.0,0.7556,98,,
d6dd9a08ce5f14d7321e9f85b9599764,375,0.000611,Bacteria Chloroflexi Anaerolineae Ardenticatenales Ca_Promineofilaceae Ca_Leptovillus,Chloroflexi bacterium strain Lyne_18-Q3-R50-59_BAT3C.496,2026724.1158,606.0,0.9253,29,,
d6fd8cc30f52c997d8a550fdb5b27dfd,369,0.020178,Bacteria Firmicutes Clostridia Peptostreptococcales-Tissierellales Peptostreptococcaceae Acetoanaerobium Acetoanaerobium_pronyense,Candidatus Uhrbacteria bacterium AMX-MBFR-16,2053634.216,718.0,0.9892,4,,
d700d709d5e22d34cbfc69da0e69088c,370,0.026954,Bacteria Bacteroidota Bacteroidia Sphingobacteriales NS11-12_marine_group midas_g_5889,Bacteroidota bacterium KLAP35,1898104.3859,740.0,1.0,0,,
d701ec9561f5fea8ba97b5b3137c6748,374,0.000404,Bacteria Chloroflexi Chloroflexia Thermomicrobiales JG30-KF-CM45 midas_g_7812,Armatimonadota bacterium binned_ad_9.74,2033014.625,713.0,0.9813,7,,
d71103671af42cfc6464b7dbcd63c918,372,0.032243,Bacteria Proteobacteria Gammaproteobacteria Competibacterales Competibacteraceae Ca_Competibacter,uncultured Gammaproteobacteria bacterium MFD00032.bin.3.452,86473.1705,709.0,0.9812,7,,
d71e190c501bc3cbc3c220352fcf300e,372,0.001192,Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Xanthobacteraceae,uncultured Alphaproteobacteria bacterium MFD02671.bin.1.117,91750.4539,709.0,0.9812,7,,
d72be58733ddb9b9ec172cd768b828f3,374,0.056219,Bacteria Planctomycetota Phycisphaerae Phycisphaerales Phycisphaeraceae midas_g_48042 midas_s_48042,Phycisphaera mikurensis NBRC 102666 JJ-K1D7-64-2-mx-bin571,1142394.72,676.0,0.9625,15,Phycisphaera,Phycisphaeraceae
d73a21d1ba4f0af8af0deb6ce6b245a1,373,0.000728,Bacteria Proteobacteria Alphaproteobacteria Rhodobacterales Rhodobacteraceae Bauldia midas_s_3392,uncultured Alphaproteobacteria bacterium MFD02242.bin.2.110,91750.3719,711.0,0.9812,7,,
d742cce28a1b04520050e1e5e2ca39a7,372,0.001954,Bacteria Acidobacteriota Acidobacteriae Paludibaculum midas_f_675 midas_g_675 midas_s_675,Bryobacterales bacterium strain Skiv_18-Q3-R9-52_BATAC.396,2026791.112,744.0,1.0,0,,
