MAG,protein_id,KO,gene,pathway,step
coasm_bin.512,contig_8293_pilon_1220,K02036,pstB,Phosphate,Phosphate_transport
coasm_bin.512,contig_8293_pilon_1341,K00368,nirK,Denitrification,NO2_to_NO
coasm_bin.512,contig_8293_pilon_1356,K02035,pit,Phosphate,Phosphate_transport
coasm_bin.512,contig_8293_pilon_1456,K02035,pit,Phosphate,Phosphate_transport
coasm_bin.512,contig_8293_pilon_1721,K02035,pit,Phosphate,Phosphate_transport
coasm_bin.512,contig_8293_pilon_1907,K07657,phoB,Phosphate,Phosphate_regulation
coasm_bin.512,contig_8293_pilon_2246,K07636,phoR,Phosphate,Phosphate_regulation
coasm_bin.512,contig_8293_pilon_2353,K02035,pit,Phosphate,Phosphate_transport
coasm_bin.512,contig_8293_pilon_2405,K00626,phaA,PHA,PHA_synthesis
coasm_bin.512,contig_8293_pilon_2450,K00368,nirK,Denitrification,NO2_to_NO
coasm_bin.512,contig_8293_pilon_2627,K01214,glgX,Glycogen,Glycogen_debranching
coasm_bin.512,contig_8293_pilon_2850,K01847,mcmA,Propionate_PHV,Methylmalonyl_CoA
coasm_bin.512,contig_8293_pilon_2850,K01848,mcmB,Propionate_PHV,Methylmalonyl_CoA
coasm_bin.512,contig_8293_pilon_2886,K01848,mcmB,Propionate_PHV,Methylmalonyl_CoA
coasm_bin.512,contig_8293_pilon_2927,K02040,pstS,Phosphate,Phosphate_transport
coasm_bin.512,contig_8293_pilon_3036,K00626,phaA,PHA,PHA_synthesis
coasm_bin.512,contig_8293_pilon_3175,K00688,glgP,Glycogen,Glycogen_degradation
coasm_bin.512,contig_8293_pilon_3178,K00703,glgC,Glycogen,Glycogen_synthesis
coasm_bin.512,contig_8293_pilon_3239,K02040,pstS,Phosphate,Phosphate_transport
coasm_bin.514,contig_32384_pilon_35,K02035,pit,Phosphate,Phosphate_transport
coasm_bin.514,contig_57137_pilon_1,K00626,phaA,PHA,PHA_synthesis
coasm_bin.514,contig_17451_pilon_84,K01847,mcmA,Propionate_PHV,Methylmalonyl_CoA
coasm_bin.514,contig_17451_pilon_85,K01847,mcmA,Propionate_PHV,Methylmalonyl_CoA
coasm_bin.514,contig_17451_pilon_106,K02035,pit,Phosphate,Phosphate_transport
coasm_bin.514,contig_17451_pilon_111,K00700,glgA,Glycogen,Glycogen_synthesis
coasm_bin.514,contig_17451_pilon_112,K00688,glgP,Glycogen,Glycogen_degradation
coasm_bin.514,contig_40161_pilon_17,K01895,acs,Acetate,Acetate_activation
coasm_bin.514,contig_40161_pilon_17,K01908,prpE,Propionate_PHV,Propionyl_CoA_synthesis
coasm_bin.514,contig_41506_pilon_42,K00626,phaA,PHA,PHA_synthesis
coasm_bin.514,contig_60103_pilon_150,K03821,phaC,PHA,PHA_synthesis
coasm_bin.514,contig_60103_pilon_151,K03821,phaC,PHA,PHA_synthesis
coasm_bin.514,contig_60103_pilon_152,K03821,phaC,PHA,PHA_synthesis
coasm_bin.514,contig_60103_pilon_153,K03821,phaC,PHA,PHA_synthesis
coasm_bin.514,contig_45326_pilon_51,K02035,pit,Phosphate,Phosphate_transport
coasm_bin.514,contig_33845_pilon_40,K02035,pit,Phosphate,Phosphate_transport
coasm_bin.514,contig_33688_pilon_11,K02035,pit,Phosphate,Phosphate_transport
coasm_bin.514,contig_52429_pilon_30,K01848,mcmB,Propionate_PHV,Methylmalonyl_CoA
coasm_bin.514,contig_52429_pilon_31,K01848,mcmB,Propionate_PHV,Methylmalonyl_CoA
coasm_bin.514,contig_52429_pilon_32,K01848,mcmB,Propionate_PHV,Methylmalonyl_CoA
coasm_bin.514,contig_52429_pilon_98,K00925,ackA,Acetate,Acetate_activation
coasm_bin.514,contig_52429_pilon_99,K00634,pta,Acetate,Acetate_activation
coasm_bin.514,contig_32380_pilon_57,K22468,ppk2,PolyP,PolyP_synthesis
coasm_bin.514,contig_30532_pilon_72,K00937,ppk,PolyP,PolyP_synthesis
coasm_bin.514,contig_28163_pilon_51,K05973,phaZ,PHA,PHA_degradation
coasm_bin.514,contig_28163_pilon_107,K00374,narI/narV,Denitrification,NO3_to_NO2
coasm_bin.514,contig_28163_pilon_109,K00371,narH/narY/nxrB,Denitrification,NO3_to_NO2
coasm_bin.514,contig_28163_pilon_110,K00370,narG/narZ/nxrA,Denitrification,NO3_to_NO2
coasm_bin.514,contig_28163_pilon_111,K00370,narG/narZ/nxrA,Denitrification,NO3_to_NO2
coasm_bin.514,contig_31090_pilon_60,K02035,pit,Phosphate,Phosphate_transport
coasm_bin.514,contig_31090_pilon_61,K02035,pit,Phosphate,Phosphate_transport
coasm_bin.514,contig_31090_pilon_89,K03821,phaC,PHA,PHA_synthesis
coasm_bin.514,contig_32385_pilon_165,K02035,pit,Phosphate,Phosphate_transport
coasm_bin.514,contig_32385_pilon_188,K02035,pit,Phosphate,Phosphate_transport
coasm_bin.514,contig_53955_pilon_27,K02035,pit,Phosphate,Phosphate_transport
coasm_bin.514,contig_62293_pilon_42,K07657,phoB,Phosphate,Phosphate_regulation
coasm_bin.514,contig_62293_pilon_43,K02039,phoU,Phosphate,Phosphate_regulation
coasm_bin.514,contig_62293_pilon_44,K02036,pstB,Phosphate,Phosphate_transport
coasm_bin.514,contig_62293_pilon_45,K02038,pstA,Phosphate,Phosphate_transport
coasm_bin.514,contig_62293_pilon_46,K02037,pstC,Phosphate,Phosphate_transport
coasm_bin.514,contig_62293_pilon_47,K02040,pstS,Phosphate,Phosphate_transport
coasm_bin.514,contig_62293_pilon_48,K00626,phaA,PHA,PHA_synthesis
coasm_bin.514,contig_53870_pilon_70,K00626,phaA,PHA,PHA_synthesis
coasm_bin.514,contig_53870_pilon_87,K02039,phoU,Phosphate,Phosphate_regulation
coasm_bin.514,contig_53870_pilon_88,K07636,phoR,Phosphate,Phosphate_regulation
coasm_bin.514,contig_53870_pilon_89,K22468,ppk2,PolyP,PolyP_synthesis
coasm_bin.514,contig_53870_pilon_103,K00376,nosZ,Denitrification,N2O_to_N2
coasm_bin.514,contig_49370_pilon_46,K00368,nirK,Denitrification,NO2_to_NO
coasm_bin.514,contig_49370_pilon_47,K00368,nirK,Denitrification,NO2_to_NO
coasm_bin.514,contig_49370_pilon_70,K01895,acs,Acetate,Acetate_activation
coasm_bin.514,contig_32718_pilon_31,K01895,acs,Acetate,Acetate_activation
coasm_bin.518,contig_24751_pilon_99,K00688,glgP,Glycogen,Glycogen_degradation
coasm_bin.518,contig_24751_pilon_120,K00688,glgP,Glycogen,Glycogen_degradation
coasm_bin.518,contig_24751_pilon_123,K02040,pstS,Phosphate,Phosphate_transport
coasm_bin.518,contig_24751_pilon_124,K02037,pstC,Phosphate,Phosphate_transport
coasm_bin.518,contig_24751_pilon_125,K02038,pstA,Phosphate,Phosphate_transport
coasm_bin.518,contig_24751_pilon_126,K02036,pstB,Phosphate,Phosphate_transport
coasm_bin.518,contig_24751_pilon_127,K02036,pstB,Phosphate,Phosphate_transport
coasm_bin.518,contig_24751_pilon_128,K02039,phoU,Phosphate,Phosphate_regulation
coasm_bin.518,contig_24751_pilon_185,K02305,norC,Denitrification,NO_to_N2O
coasm_bin.518,contig_24751_pilon_602,K04561,norB,Denitrification,NO_to_N2O
coasm_bin.518,contig_24751_pilon_970,K07657,phoB,Phosphate,Phosphate_regulation
coasm_bin.518,contig_24751_pilon_988,K00937,ppk,PolyP,PolyP_synthesis
coasm_bin.518,contig_24751_pilon_990,K02036,pstB,Phosphate,Phosphate_transport
coasm_bin.518,contig_24751_pilon_991,K02038,pstA,Phosphate,Phosphate_transport
coasm_bin.518,contig_24751_pilon_992,K02037,pstC,Phosphate,Phosphate_transport
coasm_bin.518,contig_24751_pilon_993,K02040,pstS,Phosphate,Phosphate_transport
coasm_bin.518,contig_24751_pilon_1309,K15876,nrfH,Nitrogen_other,DNRA_NO2_to_NH4
coasm_bin.518,contig_24751_pilon_1310,K03385,nrfA,Nitrogen_other,DNRA_NO2_to_NH4
coasm_bin.518,contig_24751_pilon_1498,K00702,glgB,Glycogen,Glycogen_branching
coasm_bin.518,contig_24751_pilon_1824,K00703,glgC,Glycogen,Glycogen_synthesis
coasm_bin.518,contig_9716_pilon_13,K07657,phoB,Phosphate,Phosphate_regulation
coasm_bin.518,contig_9716_pilon_22,K01214,glgX,Glycogen,Glycogen_debranching
coasm_bin.518,contig_9716_pilon_25,K00700,glgA,Glycogen,Glycogen_synthesis
coasm_bin.518,contig_9716_pilon_34,K02035,pit,Phosphate,Phosphate_transport
coasm_bin.518,contig_9716_pilon_123,K02035,pit,Phosphate,Phosphate_transport
coasm_bin.518,contig_9716_pilon_411,K07636,phoR,Phosphate,Phosphate_regulation
coasm_bin.519,contig_3692_pilon_16,K07636,phoR,Phosphate,Phosphate_regulation
coasm_bin.519,contig_3692_pilon_351,K04561,norB,Denitrification,NO_to_N2O
coasm_bin.519,contig_3692_pilon_352,K02305,norC,Denitrification,NO_to_N2O
coasm_bin.519,contig_3692_pilon_692,K02037,pstC,Phosphate,Phosphate_transport
coasm_bin.519,contig_3692_pilon_692,K02038,pstA,Phosphate,Phosphate_transport
coasm_bin.519,contig_3692_pilon_693,K02038,pstA,Phosphate,Phosphate_transport
coasm_bin.519,contig_3692_pilon_694,K02036,pstB,Phosphate,Phosphate_transport
coasm_bin.519,contig_3692_pilon_784,K00937,ppk,PolyP,PolyP_synthesis
coasm_bin.519,contig_3692_pilon_800,K02305,norC,Denitrification,NO_to_N2O
coasm_bin.519,contig_3692_pilon_1061,K02035,pit,Phosphate,Phosphate_transport
coasm_bin.519,contig_3692_pilon_1092,K02035,pit,Phosphate,Phosphate_transport
coasm_bin.519,contig_3692_pilon_1241,K02035,pit,Phosphate,Phosphate_transport
coasm_bin.519,contig_3692_pilon_1355,K02035,pit,Phosphate,Phosphate_transport
coasm_bin.519,contig_3692_pilon_1370,K00368,nirK,Denitrification,NO2_to_NO
coasm_bin.519,contig_3692_pilon_1409,K02035,pit,Phosphate,Phosphate_transport
coasm_bin.519,contig_3692_pilon_1533,K02035,pit,Phosphate,Phosphate_transport
coasm_bin.519,contig_3692_pilon_1578,K02035,pit,Phosphate,Phosphate_transport
coasm_bin.519,contig_3692_pilon_1627,K15864,nirS,Denitrification,NO2_to_NO
coasm_bin.519,contig_3692_pilon_1648,K02035,pit,Phosphate,Phosphate_transport
coasm_bin.519,contig_3692_pilon_1742,K02035,pit,Phosphate,Phosphate_transport
coasm_bin.519,contig_3692_pilon_2375,K00368,nirK,Denitrification,NO2_to_NO
coasm_bin.519,contig_3692_pilon_2521,K02035,pit,Phosphate,Phosphate_transport
coasm_bin.519,contig_3692_pilon_2567,K02035,pit,Phosphate,Phosphate_transport
coasm_bin.519,contig_3692_pilon_2894,K02035,pit,Phosphate,Phosphate_transport
coasm_bin.519,contig_3692_pilon_2970,K07636,phoR,Phosphate,Phosphate_regulation
coasm_bin.519,contig_3692_pilon_3279,K02040,pstS,Phosphate,Phosphate_transport
coasm_bin.519,contig_3692_pilon_3338,K01847,mcmA,Propionate_PHV,Methylmalonyl_CoA
coasm_bin.519,contig_3692_pilon_3338,K01848,mcmB,Propionate_PHV,Methylmalonyl_CoA
coasm_bin.519,contig_3692_pilon_3347,K01848,mcmB,Propionate_PHV,Methylmalonyl_CoA
coasm_bin.519,contig_3692_pilon_3398,K00688,glgP,Glycogen,Glycogen_degradation
coasm_bin.519,contig_3692_pilon_3402,K00703,glgC,Glycogen,Glycogen_synthesis
coasm_bin.519,contig_3692_pilon_3405,K07636,phoR,Phosphate,Phosphate_regulation
coasm_bin.519,contig_3692_pilon_3407,K07657,phoB,Phosphate,Phosphate_regulation
coasm_bin.519,contig_3692_pilon_3577,K02035,pit,Phosphate,Phosphate_transport
coasm_bin.519,contig_3692_pilon_3645,K02035,pit,Phosphate,Phosphate_transport
coasm_bin.519,contig_3692_pilon_3667,K00626,phaA,PHA,PHA_synthesis
coasm_bin.519,contig_3692_pilon_3852,K00626,phaA,PHA,PHA_synthesis
coasm_bin.519,contig_3692_pilon_4117,K00700,glgA,Glycogen,Glycogen_synthesis
coasm_bin.519,contig_3692_pilon_4154,K01895,acs,Acetate,Acetate_activation
coasm_bin.519,contig_3692_pilon_4211,K02035,pit,Phosphate,Phosphate_transport
coasm_bin.519,contig_3692_pilon_4232,K02040,pstS,Phosphate,Phosphate_transport
coasm_bin.519,contig_3692_pilon_4305,K07636,phoR,Phosphate,Phosphate_regulation
coasm_bin.519,contig_3692_pilon_4377,K02035,pit,Phosphate,Phosphate_transport
coasm_bin.519,contig_3692_pilon_4398,K07657,phoB,Phosphate,Phosphate_regulation
coasm_bin.519,contig_3692_pilon_4438,K02035,pit,Phosphate,Phosphate_transport
coasm_bin.519,contig_3692_pilon_4502,K22468,ppk2,PolyP,PolyP_synthesis
coasm_bin.521,contig_17500_pilon_205,K01895,acs,Acetate,Acetate_activation
coasm_bin.521,contig_17500_pilon_354,K02040,pstS,Phosphate,Phosphate_transport
coasm_bin.521,contig_17500_pilon_503,K07636,phoR,Phosphate,Phosphate_regulation
coasm_bin.521,contig_17500_pilon_504,K07657,phoB,Phosphate,Phosphate_regulation
coasm_bin.521,contig_17500_pilon_546,K00937,ppk,PolyP,PolyP_synthesis
coasm_bin.521,contig_45836_pilon_95,K00626,phaA,PHA,PHA_synthesis
coasm_bin.521,contig_25474_pilon_11,K00376,nosZ,Denitrification,N2O_to_N2
coasm_bin.521,contig_18246_pilon_223,K02305,norC,Denitrification,NO_to_N2O
coasm_bin.521,contig_18246_pilon_224,K04561,norB,Denitrification,NO_to_N2O
coasm_bin.521,contig_18246_pilon_227,K00703,glgC,Glycogen,Glycogen_synthesis
coasm_bin.521,contig_25473_pilon_421,K00023,phaB,PHA,PHA_synthesis
coasm_bin.521,contig_32975_pilon_301,K01847,mcmA,Propionate_PHV,Methylmalonyl_CoA
coasm_bin.521,contig_32975_pilon_302,K01847,mcmA,Propionate_PHV,Methylmalonyl_CoA
coasm_bin.521,contig_32975_pilon_319,K00368,nirK,Denitrification,NO2_to_NO
coasm_bin.521,contig_50206_pilon_185,K22468,ppk2,PolyP,PolyP_synthesis
coasm_bin.521,contig_50206_pilon_186,K22468,ppk2,PolyP,PolyP_synthesis
coasm_bin.521,contig_50206_pilon_574,K01895,acs,Acetate,Acetate_activation
coasm_bin.521,contig_50206_pilon_607,K00703,glgC,Glycogen,Glycogen_synthesis
coasm_bin.529,contig_16648_pilon_13,K03821,phaC,PHA,PHA_synthesis
coasm_bin.529,contig_42396_pilon_12,K02568,napB,Denitrification,NO3_to_NO2
coasm_bin.529,contig_42396_pilon_13,K02567,napA,Denitrification,NO3_to_NO2
coasm_bin.529,contig_27703_pilon_15,K04561,norB,Denitrification,NO_to_N2O
coasm_bin.529,contig_27703_pilon_16,K02305,norC,Denitrification,NO_to_N2O
coasm_bin.529,contig_60114_pilon_20,K00363,nirD,Nitrogen_other,DNRA_NO2_to_NH4
coasm_bin.529,contig_60114_pilon_21,K00362,nirB,Nitrogen_other,DNRA_NO2_to_NH4
coasm_bin.529,contig_60114_pilon_22,K00362,nirB,Nitrogen_other,DNRA_NO2_to_NH4
coasm_bin.529,contig_60114_pilon_36,K00362,nirB,Nitrogen_other,DNRA_NO2_to_NH4
coasm_bin.529,contig_60114_pilon_44,K01895,acs,Acetate,Acetate_activation
coasm_bin.529,contig_29882_pilon_2,K22468,ppk2,PolyP,PolyP_synthesis
coasm_bin.529,contig_29882_pilon_5,K07636,phoR,Phosphate,Phosphate_regulation
coasm_bin.529,contig_29882_pilon_6,K07657,phoB,Phosphate,Phosphate_regulation
coasm_bin.529,contig_29882_pilon_7,K02039,phoU,Phosphate,Phosphate_regulation
coasm_bin.529,contig_29882_pilon_8,K02036,pstB,Phosphate,Phosphate_transport
coasm_bin.529,contig_29882_pilon_9,K02038,pstA,Phosphate,Phosphate_transport
coasm_bin.529,contig_29882_pilon_10,K02037,pstC,Phosphate,Phosphate_transport
coasm_bin.529,contig_29882_pilon_11,K02037,pstC,Phosphate,Phosphate_transport
coasm_bin.529,contig_29882_pilon_12,K02040,pstS,Phosphate,Phosphate_transport
coasm_bin.529,contig_60730_pilon_24,K07636,phoR,Phosphate,Phosphate_regulation
coasm_bin.529,contig_60492_pilon_19,K00925,ackA,Acetate,Acetate_activation
coasm_bin.529,contig_44990_pilon_11,K00925,ackA,Acetate,Acetate_activation
coasm_bin.529,contig_36148_pilon_19,K00626,phaA,PHA,PHA_synthesis
coasm_bin.529,contig_62743_pilon_25,K01908,prpE,Propionate_PHV,Propionyl_CoA_synthesis
coasm_bin.529,contig_40594_pilon_18,K00703,glgC,Glycogen,Glycogen_synthesis
coasm_bin.529,contig_40594_pilon_20,K00688,glgP,Glycogen,Glycogen_degradation
coasm_bin.529,contig_40594_pilon_26,K00700,glgA,Glycogen,Glycogen_synthesis
coasm_bin.529,contig_10309_pilon_3,K00376,nosZ,Denitrification,N2O_to_N2
coasm_bin.529,contig_7080_pilon_16,K15864,nirS,Denitrification,NO2_to_NO
coasm_bin.529,contig_25176_pilon_3,K07657,phoB,Phosphate,Phosphate_regulation
coasm_bin.529,contig_62298_pilon_8,K00937,ppk,PolyP,PolyP_synthesis
coasm_bin.529,contig_62298_pilon_9,K00937,ppk,PolyP,PolyP_synthesis
coasm_bin.529,contig_62298_pilon_10,K00937,ppk,PolyP,PolyP_synthesis
coasm_bin.529,contig_41130_pilon_17,K00626,phaA,PHA,PHA_synthesis
coasm_bin.529,contig_27392_pilon_13,K01847,mcmA,Propionate_PHV,Methylmalonyl_CoA
coasm_bin.529,contig_39617_pilon_13,K00702,glgB,Glycogen,Glycogen_branching
coasm_bin.529,contig_46596_pilon_7,K00376,nosZ,Denitrification,N2O_to_N2
coasm_bin.529,contig_60232_pilon_2,K22468,ppk2,PolyP,PolyP_synthesis
coasm_bin.529,contig_8384_pilon_80,K15864,nirS,Denitrification,NO2_to_NO
coasm_bin.529,contig_31764_pilon_10,K00626,phaA,PHA,PHA_synthesis
coasm_bin.529,contig_31764_pilon_11,K00626,phaA,PHA,PHA_synthesis
coasm_bin.529,contig_60575_pilon_53,K00626,phaA,PHA,PHA_synthesis
coasm_bin.529,contig_60575_pilon_54,K00626,phaA,PHA,PHA_synthesis
coasm_bin.529,contig_58159_pilon_6,K02037,pstC,Phosphate,Phosphate_transport
coasm_bin.529,contig_58159_pilon_7,K02040,pstS,Phosphate,Phosphate_transport
coasm_bin.529,contig_46595_pilon_22,K01895,acs,Acetate,Acetate_activation
coasm_bin.529,contig_46595_pilon_34,K00023,phaB,PHA,PHA_synthesis
coasm_bin.529,contig_46595_pilon_35,K00023,phaB,PHA,PHA_synthesis
coasm_bin.529,contig_46595_pilon_36,K03821,phaC,PHA,PHA_synthesis
coasm_bin.529,contig_14005_pilon_39,K03821,phaC,PHA,PHA_synthesis
coasm_bin.529,contig_14005_pilon_46,K00626,phaA,PHA,PHA_synthesis
coasm_bin.53,contig_19357_pilon_61,K01847,mcmA,Propionate_PHV,Methylmalonyl_CoA
coasm_bin.53,contig_7194_pilon_38,K07636,phoR,Phosphate,Phosphate_regulation
coasm_bin.53,contig_7194_pilon_135,K07636,phoR,Phosphate,Phosphate_regulation
coasm_bin.53,contig_7194_pilon_482,K00376,nosZ,Denitrification,N2O_to_N2
coasm_bin.53,contig_7194_pilon_591,K04561,norB,Denitrification,NO_to_N2O
coasm_bin.53,contig_7194_pilon_592,K02305,norC,Denitrification,NO_to_N2O
coasm_bin.53,contig_7194_pilon_974,K00626,phaA,PHA,PHA_synthesis
coasm_bin.53,contig_7194_pilon_1000,K00688,glgP,Glycogen,Glycogen_degradation
coasm_bin.53,contig_7194_pilon_1015,K00368,nirK,Denitrification,NO2_to_NO
coasm_bin.53,contig_7194_pilon_1069,K00937,ppk,PolyP,PolyP_synthesis
coasm_bin.53,contig_7194_pilon_1080,K00703,glgC,Glycogen,Glycogen_synthesis
coasm_bin.53,contig_7194_pilon_1658,K01895,acs,Acetate,Acetate_activation
coasm_bin.53,contig_7194_pilon_1766,K02035,pit,Phosphate,Phosphate_transport
coasm_bin.53,contig_7194_pilon_2179,K00703,glgC,Glycogen,Glycogen_synthesis
coasm_bin.53,contig_7194_pilon_2342,K01847,mcmA,Propionate_PHV,Methylmalonyl_CoA
coasm_bin.53,contig_7194_pilon_2509,K00370,narG/narZ/nxrA,Denitrification,NO3_to_NO2
coasm_bin.53,contig_7194_pilon_2510,K00371,narH/narY/nxrB,Denitrification,NO3_to_NO2
coasm_bin.53,contig_7194_pilon_2512,K00370,narG/narZ/nxrA,Denitrification,NO3_to_NO2
coasm_bin.53,contig_7194_pilon_2512,K00374,narI/narV,Denitrification,NO3_to_NO2
coasm_bin.53,contig_7194_pilon_2640,K02040,pstS,Phosphate,Phosphate_transport
coasm_bin.53,contig_7194_pilon_2656,K00700,glgA,Glycogen,Glycogen_synthesis
coasm_bin.53,contig_7194_pilon_2680,K07636,phoR,Phosphate,Phosphate_regulation
coasm_bin.53,contig_7194_pilon_2682,K02039,phoU,Phosphate,Phosphate_regulation
coasm_bin.53,contig_7194_pilon_2684,K02036,pstB,Phosphate,Phosphate_transport
coasm_bin.53,contig_7194_pilon_2685,K02038,pstA,Phosphate,Phosphate_transport
coasm_bin.53,contig_7194_pilon_2686,K02037,pstC,Phosphate,Phosphate_transport
coasm_bin.53,contig_7194_pilon_2687,K02040,pstS,Phosphate,Phosphate_transport
coasm_bin.53,contig_7194_pilon_2907,K04561,norB,Denitrification,NO_to_N2O
coasm_bin.532,contig_17484_pilon_7,K02035,pit,Phosphate,Phosphate_transport
coasm_bin.532,contig_17484_pilon_39,K00368,nirK,Denitrification,NO2_to_NO
coasm_bin.535,contig_3193_pilon_31,K00374,narI/narV,Denitrification,NO3_to_NO2
coasm_bin.535,contig_3193_pilon_33,K00371,narH/narY/nxrB,Denitrification,NO3_to_NO2
coasm_bin.535,contig_3193_pilon_34,K00370,narG/narZ/nxrA,Denitrification,NO3_to_NO2
coasm_bin.535,contig_3193_pilon_62,K00626,phaA,PHA,PHA_synthesis
coasm_bin.535,contig_3193_pilon_295,K03821,phaC,PHA,PHA_synthesis
coasm_bin.535,contig_3193_pilon_397,K00626,phaA,PHA,PHA_synthesis
coasm_bin.535,contig_3193_pilon_425,K22468,ppk2,PolyP,PolyP_synthesis
coasm_bin.535,contig_3193_pilon_429,K05973,phaZ,PHA,PHA_degradation
coasm_bin.535,contig_3193_pilon_432,K00626,phaA,PHA,PHA_synthesis
coasm_bin.535,contig_3193_pilon_464,K02035,pit,Phosphate,Phosphate_transport
coasm_bin.535,contig_3193_pilon_1030,K22468,ppk2,PolyP,PolyP_synthesis
coasm_bin.535,contig_3193_pilon_1031,K22468,ppk2,PolyP,PolyP_synthesis
coasm_bin.535,contig_3193_pilon_1170,K00023,phaB,PHA,PHA_synthesis
coasm_bin.535,contig_3193_pilon_1423,K00626,phaA,PHA,PHA_synthesis
coasm_bin.535,contig_3193_pilon_1632,K01895,acs,Acetate,Acetate_activation
coasm_bin.535,contig_3193_pilon_1635,K01908,prpE,Propionate_PHV,Propionyl_CoA_synthesis
coasm_bin.535,contig_3193_pilon_1640,K00626,phaA,PHA,PHA_synthesis
coasm_bin.535,contig_3193_pilon_2062,K07657,phoB,Phosphate,Phosphate_regulation
coasm_bin.535,contig_3193_pilon_2063,K02039,phoU,Phosphate,Phosphate_regulation
coasm_bin.535,contig_3193_pilon_2064,K02036,pstB,Phosphate,Phosphate_transport
coasm_bin.535,contig_3193_pilon_2065,K02038,pstA,Phosphate,Phosphate_transport
coasm_bin.535,contig_3193_pilon_2066,K02037,pstC,Phosphate,Phosphate_transport
coasm_bin.535,contig_3193_pilon_2067,K02040,pstS,Phosphate,Phosphate_transport
coasm_bin.535,contig_3193_pilon_2068,K07636,phoR,Phosphate,Phosphate_regulation
coasm_bin.535,contig_3193_pilon_2315,K00626,phaA,PHA,PHA_synthesis
coasm_bin.535,contig_3193_pilon_2399,K00626,phaA,PHA,PHA_synthesis
coasm_bin.535,contig_3193_pilon_2492,K01847,mcmA,Propionate_PHV,Methylmalonyl_CoA
coasm_bin.535,contig_3193_pilon_2571,K03821,phaC,PHA,PHA_synthesis
coasm_bin.535,contig_3193_pilon_2934,K00626,phaA,PHA,PHA_synthesis
coasm_bin.535,contig_3193_pilon_3137,K00626,phaA,PHA,PHA_synthesis
coasm_bin.538,contig_38025_pilon_6,K05973,phaZ,PHA,PHA_degradation
coasm_bin.538,contig_38025_pilon_56,K02035,pit,Phosphate,Phosphate_transport
coasm_bin.538,contig_60521_pilon_67,K01214,glgX,Glycogen,Glycogen_debranching
coasm_bin.538,contig_60521_pilon_95,K00626,phaA,PHA,PHA_synthesis
coasm_bin.538,contig_60521_pilon_97,K03821,phaC,PHA,PHA_synthesis
coasm_bin.538,contig_26100_pilon_1,K01847,mcmA,Propionate_PHV,Methylmalonyl_CoA
coasm_bin.538,contig_7785_pilon_1,K03821,phaC,PHA,PHA_synthesis
coasm_bin.538,contig_7785_pilon_2,K03821,phaC,PHA,PHA_synthesis
coasm_bin.538,contig_14951_pilon_23,K00700,glgA,Glycogen,Glycogen_synthesis
coasm_bin.538,contig_14951_pilon_24,K00700,glgA,Glycogen,Glycogen_synthesis
coasm_bin.538,contig_14951_pilon_35,K07657,phoB,Phosphate,Phosphate_regulation
coasm_bin.538,contig_25127_pilon_1,K00700,glgA,Glycogen,Glycogen_synthesis
coasm_bin.538,contig_57847_pilon_8,K15864,nirS,Denitrification,NO2_to_NO
coasm_bin.538,contig_40385_pilon_8,K01908,prpE,Propionate_PHV,Propionyl_CoA_synthesis
coasm_bin.538,contig_40385_pilon_68,K01895,acs,Acetate,Acetate_activation
coasm_bin.538,contig_45181_pilon_21,K00688,glgP,Glycogen,Glycogen_degradation
coasm_bin.538,contig_45181_pilon_22,K00703,glgC,Glycogen,Glycogen_synthesis
coasm_bin.538,contig_59307_pilon_14,K02040,pstS,Phosphate,Phosphate_transport
coasm_bin.538,contig_59307_pilon_21,K00626,phaA,PHA,PHA_synthesis
coasm_bin.538,contig_42872_pilon_81,K07636,phoR,Phosphate,Phosphate_regulation
coasm_bin.538,contig_42872_pilon_82,K02040,pstS,Phosphate,Phosphate_transport
coasm_bin.538,contig_42872_pilon_83,K02040,pstS,Phosphate,Phosphate_transport
coasm_bin.538,contig_42872_pilon_84,K02037,pstC,Phosphate,Phosphate_transport
coasm_bin.538,contig_42872_pilon_86,K02037,pstC,Phosphate,Phosphate_transport
coasm_bin.538,contig_42872_pilon_87,K02038,pstA,Phosphate,Phosphate_transport
coasm_bin.538,contig_42872_pilon_88,K02036,pstB,Phosphate,Phosphate_transport
coasm_bin.538,contig_42872_pilon_89,K02039,phoU,Phosphate,Phosphate_regulation
coasm_bin.538,contig_42872_pilon_91,K07657,phoB,Phosphate,Phosphate_regulation
coasm_bin.538,contig_42872_pilon_128,K04561,norB,Denitrification,NO_to_N2O
coasm_bin.538,contig_42872_pilon_129,K02305,norC,Denitrification,NO_to_N2O
coasm_bin.538,contig_29438_pilon_33,K00023,phaB,PHA,PHA_synthesis
coasm_bin.538,contig_22649_pilon_56,K00700,glgA,Glycogen,Glycogen_synthesis
coasm_bin.538,contig_28924_pilon_94,K01895,acs,Acetate,Acetate_activation
coasm_bin.538,contig_18179_pilon_62,K00634,pta,Acetate,Acetate_activation
coasm_bin.538,contig_18179_pilon_63,K00925,ackA,Acetate,Acetate_activation
coasm_bin.538,contig_46536_pilon_13,K02035,pit,Phosphate,Phosphate_transport
coasm_bin.538,contig_56342_pilon_31,K03821,phaC,PHA,PHA_synthesis
coasm_bin.538,contig_56342_pilon_70,K00937,ppk,PolyP,PolyP_synthesis
coasm_bin.538,contig_28288_pilon_17,K01847,mcmA,Propionate_PHV,Methylmalonyl_CoA
