MAG,Denitrification_genes_present,Denitrification_genes_total,Denitrification_completeness,Denitrification_present_list,Denitrification_absent_list,Nitrogen_other_genes_present,Nitrogen_other_genes_total,Nitrogen_other_completeness,Nitrogen_other_present_list,Nitrogen_other_absent_list,PolyP_genes_present,PolyP_genes_total,PolyP_completeness,PolyP_present_list,PolyP_absent_list,Phosphate_genes_present,Phosphate_genes_total,Phosphate_completeness,Phosphate_present_list,Phosphate_absent_list,PHA_genes_present,PHA_genes_total,PHA_completeness,PHA_present_list,PHA_absent_list,Acetate_genes_present,Acetate_genes_total,Acetate_completeness,Acetate_present_list,Acetate_absent_list,Propionate_PHV_genes_present,Propionate_PHV_genes_total,Propionate_PHV_completeness,Propionate_PHV_present_list,Propionate_PHV_absent_list,Glycogen_genes_present,Glycogen_genes_total,Glycogen_completeness,Glycogen_present_list,Glycogen_absent_list
coasm_bin.238,1,10,1/10,nosZ(2),narG/narZ/nxrA; narH/narY/nxrB; narI/narV; napA; napB; nirS; nirK; norB; norC,0,4,0/4,,nirB; nirD; nrfA; nrfH,1,3,1/3,ppk(3),ppk2; ppx,5,8,5/8,pstS(1); pstC(1); pstA(1); pstB(1); phoU(1),pit; phoB; phoR,1,4,1/4,phaA(1),phaB; phaC; phaZ,1,3,1/3,acs(1),pta; ackA,1,5,1/5,prpC(1),prpD; prpE; mcmA; mcmB,4,5,4/5,glgC(1); glgA(2); glgP(1); glgX(2),glgB
coasm_bin.24,0,10,0/10,,narG/narZ/nxrA; narH/narY/nxrB; narI/narV; napA; napB; nirS; nirK; norB; norC; nosZ,0,4,0/4,,nirB; nirD; nrfA; nrfH,0,3,0/3,,ppk; ppk2; ppx,1,8,1/8,pit(1),pstS; pstC; pstA; pstB; phoB; phoR; phoU,0,4,0/4,,phaA; phaB; phaC; phaZ,0,3,0/3,,pta; ackA; acs,0,5,0/5,,prpC; prpD; prpE; mcmA; mcmB,0,5,0/5,,glgC; glgA; glgB; glgP; glgX
coasm_bin.240,4,10,4/10,narG/narZ/nxrA(3); narH/narY/nxrB(3); narI/narV(1); nirK(2),napA; napB; nirS; norB; norC; nosZ,2,4,2/4,nirD(1); nrfH(1),nirB; nrfA,1,3,1/3,ppk(1),ppk2; ppx,8,8,8/8,pstS(3); pstC(3); pstA(4); pstB(5); pit(7); phoB(1); phoR(6); phoU(1),,1,4,1/4,phaA(3),phaB; phaC; phaZ,1,3,1/3,acs(2),pta; ackA,1,5,1/5,mcmB(1),prpC; prpD; prpE; mcmA,1,5,1/5,glgB(1),glgC; glgA; glgP; glgX
coasm_bin.246,6,10,6/10,napA(1); napB(1); nirS(1); norB(1); norC(1); nosZ(2),narG/narZ/nxrA; narH/narY/nxrB; narI/narV; nirK,2,4,2/4,nirB(2); nirD(1),nrfA; nrfH,2,3,2/3,ppk(3); ppk2(1),ppx,3,8,3/8,pstS(2); pstC(1); pstA(1),pstB; pit; phoB; phoR; phoU,3,4,3/4,phaA(3); phaB(1); phaC(3),phaZ,2,3,2/3,ackA(1); acs(2),pta,2,5,2/5,prpE(1); mcmA(1),prpC; prpD; mcmB,3,5,3/5,glgA(4); glgP(1); glgX(3),glgC; glgB
coasm_bin.248,7,10,7/10,narG/narZ/nxrA(3); narH/narY/nxrB(1); narI/narV(1); nirS(2); norB(2); norC(2); nosZ(2),napA; napB; nirK,1,4,1/4,nirB(1),nirD; nrfA; nrfH,2,3,2/3,ppk(1); ppk2(5),ppx,8,8,8/8,pstS(2); pstC(1); pstA(1); pstB(1); pit(11); phoB(1); phoR(1); phoU(1),,4,4,4/4,phaA(5); phaB(1); phaC(1); phaZ(1),,3,3,3/3,pta(1); ackA(1); acs(4),,2,5,2/5,prpE(1); mcmA(1),prpC; prpD; mcmB,4,5,4/5,glgC(2); glgA(1); glgP(1); glgX(1),glgB
coasm_bin.249,5,10,5/10,napA(1); napB(1); nirS(5); norB(2); nosZ(1),narG/narZ/nxrA; narH/narY/nxrB; narI/narV; nirK; norC,2,4,2/4,nirB(1); nirD(1),nrfA; nrfH,2,3,2/3,ppk(2); ppk2(1),ppx,8,8,8/8,pstS(1); pstC(1); pstA(1); pstB(1); pit(4); phoB(1); phoR(1); phoU(1),,4,4,4/4,phaA(7); phaB(1); phaC(4); phaZ(2),,3,3,3/3,pta(1); ackA(1); acs(1),,2,5,2/5,prpC(1); mcmA(1),prpD; prpE; mcmB,0,5,0/5,,glgC; glgA; glgB; glgP; glgX
coasm_bin.25,0,10,0/10,,narG/narZ/nxrA; narH/narY/nxrB; narI/narV; napA; napB; nirS; nirK; norB; norC; nosZ,0,4,0/4,,nirB; nirD; nrfA; nrfH,0,3,0/3,,ppk; ppk2; ppx,1,8,1/8,phoR(1),pstS; pstC; pstA; pstB; pit; phoB; phoU,0,4,0/4,,phaA; phaB; phaC; phaZ,0,3,0/3,,pta; ackA; acs,0,5,0/5,,prpC; prpD; prpE; mcmA; mcmB,0,5,0/5,,glgC; glgA; glgB; glgP; glgX
coasm_bin.250,5,10,5/10,napA(1); napB(1); nirS(2); norB(1); nosZ(1),narG/narZ/nxrA; narH/narY/nxrB; narI/narV; nirK; norC,2,4,2/4,nirB(1); nirD(1),nrfA; nrfH,2,3,2/3,ppk(2); ppk2(4),ppx,8,8,8/8,pstS(1); pstC(1); pstA(1); pstB(1); pit(1); phoB(1); phoR(1); phoU(2),,4,4,4/4,phaA(3); phaB(1); phaC(4); phaZ(1),,3,3,3/3,pta(1); ackA(1); acs(4),,5,5,5/5,prpC(1); prpD(1); prpE(1); mcmA(1); mcmB(1),,4,5,4/5,glgC(1); glgA(1); glgP(1); glgX(2),glgB
coasm_bin.251,4,10,4/10,narG/narZ/nxrA(4); narH/narY/nxrB(2); narI/narV(2); nirS(1),napA; napB; nirK; norB; norC; nosZ,0,4,0/4,,nirB; nirD; nrfA; nrfH,1,3,1/3,ppk(2),ppk2; ppx,6,8,6/8,pstS(5); pstC(2); pstA(4); pstB(2); pit(1); phoU(1),phoB; phoR,3,4,3/4,phaA(2); phaB(1); phaC(2),phaZ,3,3,3/3,pta(3); ackA(1); acs(2),,3,5,3/5,prpE(2); mcmA(6); mcmB(1),prpC; prpD,4,5,4/5,glgA(7); glgB(1); glgP(2); glgX(2),glgC
coasm_bin.255,3,10,3/10,narG/narZ/nxrA(1); narH/narY/nxrB(1); narI/narV(1),napA; napB; nirS; nirK; norB; norC; nosZ,2,4,2/4,nirB(1); nirD(1),nrfA; nrfH,2,3,2/3,ppk(1); ppk2(5),ppx,8,8,8/8,pstS(1); pstC(1); pstA(1); pstB(1); pit(1); phoB(3); phoR(1); phoU(1),,4,4,4/4,phaA(7); phaB(1); phaC(2); phaZ(2),,1,3,1/3,acs(2),pta; ackA,1,5,1/5,mcmA(1),prpC; prpD; prpE; mcmB,4,5,4/5,glgC(1); glgA(1); glgP(1); glgX(1),glgB
coasm_bin.256,6,10,6/10,napA(2); napB(2); nirS(1); norB(2); norC(1); nosZ(1),narG/narZ/nxrA; narH/narY/nxrB; narI/narV; nirK,2,4,2/4,nirB(1); nirD(1),nrfA; nrfH,2,3,2/3,ppk(1); ppk2(1),ppx,7,8,7/8,pstS(1); pstC(1); pstA(1); pstB(1); phoB(1); phoR(1); phoU(1),pit,3,4,3/4,phaA(3); phaB(3); phaC(3),phaZ,2,3,2/3,ackA(2); acs(1),pta,2,5,2/5,prpE(1); mcmA(1),prpC; prpD; mcmB,0,5,0/5,,glgC; glgA; glgB; glgP; glgX
coasm_bin.258,6,10,6/10,narG/narZ/nxrA(2); napA(3); napB(1); nirK(1); norB(1); norC(1),narH/narY/nxrB; narI/narV; nirS; nosZ,3,4,3/4,nirD(1); nrfA(2); nrfH(1),nirB,2,3,2/3,ppk(1); ppk2(2),ppx,6,8,6/8,pstS(1); pstA(1); pstB(1); pit(1); phoR(3); phoU(1),pstC; phoB,2,4,2/4,phaA(4); phaC(2),phaB; phaZ,2,3,2/3,ackA(1); acs(2),pta,2,5,2/5,mcmA(1); mcmB(2),prpC; prpD; prpE,4,5,4/5,glgC(1); glgA(2); glgP(2); glgX(1),glgB
coasm_bin.259,4,10,4/10,nirK(2); norB(1); norC(1); nosZ(1),narG/narZ/nxrA; narH/narY/nxrB; narI/narV; napA; napB; nirS,1,4,1/4,nrfA(1),nirB; nirD; nrfH,0,3,0/3,,ppk; ppk2; ppx,2,8,2/8,pit(1); phoR(3),pstS; pstC; pstA; pstB; phoB; phoU,1,4,1/4,phaA(1),phaB; phaC; phaZ,1,3,1/3,ackA(1),pta; acs,1,5,1/5,mcmA(3),prpC; prpD; prpE; mcmB,4,5,4/5,glgC(1); glgA(1); glgP(1); glgX(1),glgB
coasm_bin.260,3,10,3/10,nirK(1); norC(1); nosZ(1),narG/narZ/nxrA; narH/narY/nxrB; narI/narV; napA; napB; nirS; norB,2,4,2/4,nrfA(1); nrfH(1),nirB; nirD,2,3,2/3,ppk(2); ppk2(1),ppx,8,8,8/8,pstS(2); pstC(3); pstA(2); pstB(3); pit(4); phoB(1); phoR(1); phoU(2),,1,4,1/4,phaA(5),phaB; phaC; phaZ,1,3,1/3,acs(2),pta; ackA,1,5,1/5,mcmB(3),prpC; prpD; prpE; mcmA,4,5,4/5,glgA(1); glgB(1); glgP(2); glgX(2),glgC
coasm_bin.261,1,10,1/10,nirK(2),narG/narZ/nxrA; narH/narY/nxrB; narI/narV; napA; napB; nirS; norB; norC; nosZ,2,4,2/4,nrfA(1); nrfH(1),nirB; nirD,1,3,1/3,ppk2(1),ppk; ppx,4,8,4/8,pstS(1); pit(7); phoB(2); phoR(5),pstC; pstA; pstB; phoU,1,4,1/4,phaA(2),phaB; phaC; phaZ,1,3,1/3,acs(1),pta; ackA,2,5,2/5,mcmA(1); mcmB(1),prpC; prpD; prpE,2,5,2/5,glgC(1); glgP(1),glgA; glgB; glgX
coasm_bin.262,4,10,4/10,narG/narZ/nxrA(1); narH/narY/nxrB(1); narI/narV(1); nirK(1),napA; napB; nirS; norB; norC; nosZ,1,4,1/4,nirB(1),nirD; nrfA; nrfH,2,3,2/3,ppk(2); ppk2(1),ppx,8,8,8/8,pstS(2); pstC(1); pstA(1); pstB(1); pit(14); phoB(1); phoR(1); phoU(1),,4,4,4/4,phaA(6); phaB(1); phaC(3); phaZ(2),,1,3,1/3,acs(4),pta; ackA,1,5,1/5,prpE(1),prpC; prpD; mcmA; mcmB,0,5,0/5,,glgC; glgA; glgB; glgP; glgX
coasm_bin.265,5,10,5/10,narG/narZ/nxrA(1); narH/narY/nxrB(1); narI/narV(1); napA(1); napB(1),nirS; nirK; norB; norC; nosZ,2,4,2/4,nirB(1); nirD(1),nrfA; nrfH,1,3,1/3,ppk(1),ppk2; ppx,7,8,7/8,pstS(1); pstC(1); pstA(1); pstB(1); phoB(1); phoR(2); phoU(1),pit,4,4,4/4,phaA(4); phaB(2); phaC(5); phaZ(7),,2,3,2/3,ackA(1); acs(1),pta,2,5,2/5,prpE(1); mcmA(2),prpC; prpD; mcmB,0,5,0/5,,glgC; glgA; glgB; glgP; glgX
coasm_bin.268,4,10,4/10,nirK(1); norB(1); norC(1); nosZ(1),narG/narZ/nxrA; narH/narY/nxrB; narI/narV; napA; napB; nirS,0,4,0/4,,nirB; nirD; nrfA; nrfH,1,3,1/3,ppk(1),ppk2; ppx,3,8,3/8,pstS(1); pit(1); phoR(2),pstC; pstA; pstB; phoB; phoU,3,4,3/4,phaA(1); phaB(2); phaC(1),phaZ,0,3,0/3,,pta; ackA; acs,1,5,1/5,mcmB(1),prpC; prpD; prpE; mcmA,2,5,2/5,glgC(1); glgP(1),glgA; glgB; glgX
coasm_bin.27,0,10,0/10,,narG/narZ/nxrA; narH/narY/nxrB; narI/narV; napA; napB; nirS; nirK; norB; norC; nosZ,2,4,2/4,nrfA(1); nrfH(1),nirB; nirD,2,3,2/3,ppk(1); ppx(1),ppk2,7,8,7/8,pstS(1); pstC(1); pstA(1); pstB(1); pit(1); phoB(1); phoU(1),phoR,1,4,1/4,phaA(1),phaB; phaC; phaZ,1,3,1/3,acs(1),pta; ackA,2,5,2/5,prpD(1); mcmA(3),prpC; prpE; mcmB,2,5,2/5,glgA(1); glgP(1),glgC; glgB; glgX
coasm_bin.271,4,10,4/10,narG/narZ/nxrA(1); narH/narY/nxrB(1); narI/narV(1); nirS(1),napA; napB; nirK; norB; norC; nosZ,2,4,2/4,nirB(1); nirD(1),nrfA; nrfH,2,3,2/3,ppk(2); ppk2(1),ppx,8,8,8/8,pstS(2); pstC(1); pstA(1); pstB(1); pit(4); phoB(1); phoR(1); phoU(1),,4,4,4/4,phaA(5); phaB(1); phaC(1); phaZ(2),,2,3,2/3,pta(1); acs(2),ackA,2,5,2/5,prpC(1); prpE(1),prpD; mcmA; mcmB,0,5,0/5,,glgC; glgA; glgB; glgP; glgX
coasm_bin.277,2,10,2/10,nirK(1); norB(1),narG/narZ/nxrA; narH/narY/nxrB; narI/narV; napA; napB; nirS; norC; nosZ,0,4,0/4,,nirB; nirD; nrfA; nrfH,1,3,1/3,ppk(1),ppk2; ppx,7,8,7/8,pstS(2); pstC(1); pstA(1); pstB(1); phoB(1); phoR(1); phoU(1),pit,3,4,3/4,phaA(2); phaC(1); phaZ(1),phaB,1,3,1/3,ackA(1),pta; acs,0,5,0/5,,prpC; prpD; prpE; mcmA; mcmB,0,5,0/5,,glgC; glgA; glgB; glgP; glgX
coasm_bin.278,0,10,0/10,,narG/narZ/nxrA; narH/narY/nxrB; narI/narV; napA; napB; nirS; nirK; norB; norC; nosZ,1,4,1/4,nrfA(1),nirB; nirD; nrfH,0,3,0/3,,ppk; ppk2; ppx,2,8,2/8,phoB(2); phoR(1),pstS; pstC; pstA; pstB; pit; phoU,0,4,0/4,,phaA; phaB; phaC; phaZ,1,3,1/3,acs(1),pta; ackA,2,5,2/5,prpC(1); prpD(1),prpE; mcmA; mcmB,3,5,3/5,glgC(3); glgA(7); glgP(1),glgB; glgX
coasm_bin.279,1,10,1/10,nirK(1),narG/narZ/nxrA; narH/narY/nxrB; narI/narV; napA; napB; nirS; norB; norC; nosZ,0,4,0/4,,nirB; nirD; nrfA; nrfH,2,3,2/3,ppk(1); ppk2(2),ppx,2,8,2/8,pit(9); phoR(2),pstS; pstC; pstA; pstB; phoB; phoU,4,4,4/4,phaA(3); phaB(1); phaC(2); phaZ(2),,3,3,3/3,pta(2); ackA(1); acs(3),,2,5,2/5,prpE(1); mcmA(1),prpC; prpD; mcmB,4,5,4/5,glgC(1); glgA(1); glgP(1); glgX(1),glgB
coasm_bin.28,4,10,4/10,napA(1); napB(1); nirS(1); norB(1),narG/narZ/nxrA; narH/narY/nxrB; narI/narV; nirK; norC; nosZ,0,4,0/4,,nirB; nirD; nrfA; nrfH,2,3,2/3,ppk(1); ppk2(1),ppx,7,8,7/8,pstS(2); pstC(1); pstA(1); pstB(1); phoB(1); phoR(2); phoU(1),pit,4,4,4/4,phaA(2); phaB(2); phaC(1); phaZ(1),,3,3,3/3,pta(1); ackA(1); acs(1),,1,5,1/5,prpC(1),prpD; prpE; mcmA; mcmB,3,5,3/5,glgC(1); glgP(2); glgX(2),glgA; glgB
coasm_bin.280,4,10,4/10,narG/narZ/nxrA(1); narH/narY/nxrB(1); narI/narV(1); nirK(1),napA; napB; nirS; norB; norC; nosZ,0,4,0/4,,nirB; nirD; nrfA; nrfH,2,3,2/3,ppk(1); ppk2(2),ppx,8,8,8/8,pstS(1); pstC(1); pstA(1); pstB(1); pit(9); phoB(1); phoR(1); phoU(2),,4,4,4/4,phaA(5); phaB(1); phaC(2); phaZ(1),,2,3,2/3,ackA(1); acs(4),pta,2,5,2/5,prpE(1); mcmA(2),prpC; prpD; mcmB,2,5,2/5,glgA(1); glgP(1),glgC; glgB; glgX
coasm_bin.286,3,10,3/10,norB(1); norC(1); nosZ(1),narG/narZ/nxrA; narH/narY/nxrB; narI/narV; napA; napB; nirS; nirK,0,4,0/4,,nirB; nirD; nrfA; nrfH,1,3,1/3,ppk(1),ppk2; ppx,3,8,3/8,pstS(2); pit(2); phoR(6),pstC; pstA; pstB; phoB; phoU,3,4,3/4,phaA(2); phaB(2); phaC(1),phaZ,1,3,1/3,acs(1),pta; ackA,1,5,1/5,mcmA(2),prpC; prpD; prpE; mcmB,1,5,1/5,glgC(1),glgA; glgB; glgP; glgX
coasm_bin.289,3,10,3/10,narG/narZ/nxrA(1); narH/narY/nxrB(1); narI/narV(1),napA; napB; nirS; nirK; norB; norC; nosZ,1,4,1/4,nirB(1),nirD; nrfA; nrfH,2,3,2/3,ppk(1); ppk2(1),ppx,8,8,8/8,pstS(1); pstC(1); pstA(1); pstB(1); pit(20); phoB(1); phoR(1); phoU(1),,4,4,4/4,phaA(6); phaB(1); phaC(1); phaZ(2),,1,3,1/3,acs(5),pta; ackA,2,5,2/5,prpE(2); mcmA(2),prpC; prpD; mcmB,0,5,0/5,,glgC; glgA; glgB; glgP; glgX
coasm_bin.290,2,10,2/10,napA(1); napB(1),narG/narZ/nxrA; narH/narY/nxrB; narI/narV; nirS; nirK; norB; norC; nosZ,1,4,1/4,nirB(1),nirD; nrfA; nrfH,1,3,1/3,ppk(1),ppk2; ppx,1,8,1/8,pit(3),pstS; pstC; pstA; pstB; phoB; phoR; phoU,4,4,4/4,phaA(4); phaB(1); phaC(1); phaZ(1),,1,3,1/3,acs(2),pta; ackA,2,5,2/5,prpE(1); mcmB(1),prpC; prpD; mcmA,0,5,0/5,,glgC; glgA; glgB; glgP; glgX
coasm_bin.293,2,10,2/10,norB(2); norC(4),narG/narZ/nxrA; narH/narY/nxrB; narI/narV; napA; napB; nirS; nirK; nosZ,0,4,0/4,,nirB; nirD; nrfA; nrfH,2,3,2/3,ppk(1); ppk2(1),ppx,8,8,8/8,pstS(2); pstC(2); pstA(4); pstB(2); pit(2); phoB(1); phoR(2); phoU(1),,2,4,2/4,phaA(1); phaB(2),phaC; phaZ,0,3,0/3,,pta; ackA; acs,0,5,0/5,,prpC; prpD; prpE; mcmA; mcmB,3,5,3/5,glgA(2); glgP(1); glgX(1),glgC; glgB
coasm_bin.298,3,10,3/10,narG/narZ/nxrA(3); narI/narV(1); norB(2),narH/narY/nxrB; napA; napB; nirS; nirK; norC; nosZ,2,4,2/4,nrfA(1); nrfH(2),nirB; nirD,2,3,2/3,ppk(1); ppk2(1),ppx,6,8,6/8,pstS(3); pstC(1); pstA(1); pstB(1); pit(2); phoR(4),phoB; phoU,2,4,2/4,phaA(1); phaB(1),phaC; phaZ,3,3,3/3,pta(1); ackA(1); acs(1),,3,5,3/5,prpC(1); mcmA(4); mcmB(1),prpD; prpE,3,5,3/5,glgC(1); glgA(3); glgP(1),glgB; glgX
coasm_bin.305,1,10,1/10,norC(1),narG/narZ/nxrA; narH/narY/nxrB; narI/narV; napA; napB; nirS; nirK; norB; nosZ,1,4,1/4,nirD(3),nirB; nrfA; nrfH,1,3,1/3,ppk(2),ppk2; ppx,7,8,7/8,pstS(1); pstC(2); pstA(1); pstB(1); pit(2); phoB(1); phoU(1),phoR,0,4,0/4,,phaA; phaB; phaC; phaZ,0,3,0/3,,pta; ackA; acs,2,5,2/5,prpC(1); prpD(1),prpE; mcmA; mcmB,3,5,3/5,glgC(1); glgA(2); glgP(2),glgB; glgX
coasm_bin.31,4,10,4/10,nirS(1); norB(1); norC(1); nosZ(1),narG/narZ/nxrA; narH/narY/nxrB; narI/narV; napA; napB; nirK,0,4,0/4,,nirB; nirD; nrfA; nrfH,2,3,2/3,ppk(1); ppk2(3),ppx,8,8,8/8,pstS(2); pstC(1); pstA(1); pstB(1); pit(21); phoB(1); phoR(1); phoU(1),,4,4,4/4,phaA(4); phaB(1); phaC(3); phaZ(1),,3,3,3/3,pta(1); ackA(1); acs(5),,2,5,2/5,prpE(1); mcmA(1),prpC; prpD; mcmB,4,5,4/5,glgC(1); glgA(1); glgP(1); glgX(1),glgB
coasm_bin.312,3,10,3/10,norB(1); norC(2); nosZ(3),narG/narZ/nxrA; narH/narY/nxrB; narI/narV; napA; napB; nirS; nirK,0,4,0/4,,nirB; nirD; nrfA; nrfH,1,3,1/3,ppk(1),ppk2; ppx,3,8,3/8,pstS(1); pit(1); phoR(3),pstC; pstA; pstB; phoB; phoU,0,4,0/4,,phaA; phaB; phaC; phaZ,1,3,1/3,acs(1),pta; ackA,1,5,1/5,mcmA(1),prpC; prpD; prpE; mcmB,1,5,1/5,glgC(2),glgA; glgB; glgP; glgX
coasm_bin.313,3,10,3/10,nirK(2); norC(1); nosZ(1),narG/narZ/nxrA; narH/narY/nxrB; narI/narV; napA; napB; nirS; norB,1,4,1/4,nrfH(1),nirB; nirD; nrfA,2,3,2/3,ppk(1); ppk2(1),ppx,7,8,7/8,pstS(2); pstC(1); pstA(2); pstB(1); pit(14); phoB(5); phoR(3),phoU,1,4,1/4,phaA(4),phaB; phaC; phaZ,1,3,1/3,acs(1),pta; ackA,2,5,2/5,mcmA(1); mcmB(2),prpC; prpD; prpE,3,5,3/5,glgC(1); glgA(1); glgP(1),glgB; glgX
coasm_bin.314,4,10,4/10,nirK(1); norB(1); norC(1); nosZ(1),narG/narZ/nxrA; narH/narY/nxrB; narI/narV; napA; napB; nirS,0,4,0/4,,nirB; nirD; nrfA; nrfH,1,3,1/3,ppk(2),ppk2; ppx,2,8,2/8,pstS(2); phoR(3),pstC; pstA; pstB; pit; phoB; phoU,2,4,2/4,phaA(1); phaB(1),phaC; phaZ,1,3,1/3,acs(1),pta; ackA,2,5,2/5,prpC(1); prpD(1),prpE; mcmA; mcmB,4,5,4/5,glgC(1); glgA(1); glgP(1); glgX(1),glgB
coasm_bin.315,2,10,2/10,nirS(2); nirK(2),narG/narZ/nxrA; narH/narY/nxrB; narI/narV; napA; napB; norB; norC; nosZ,3,4,3/4,nirD(1); nrfA(1); nrfH(1),nirB,1,3,1/3,ppk2(2),ppk; ppx,5,8,5/8,pstS(1); pstC(1); pstA(1); pstB(1); pit(9),phoB; phoR; phoU,1,4,1/4,phaA(7),phaB; phaC; phaZ,1,3,1/3,acs(5),pta; ackA,3,5,3/5,prpE(1); mcmA(1); mcmB(2),prpC; prpD,3,5,3/5,glgC(1); glgB(1); glgP(3),glgA; glgX
coasm_bin.318,5,10,5/10,narG/narZ/nxrA(1); narH/narY/nxrB(1); narI/narV(1); norB(1); nosZ(2),napA; napB; nirS; nirK; norC,3,4,3/4,nirB(1); nrfA(1); nrfH(1),nirD,1,3,1/3,ppk(2),ppk2; ppx,7,8,7/8,pstS(2); pstC(2); pstA(3); pstB(3); pit(8); phoR(2); phoU(2),phoB,2,4,2/4,phaA(3); phaB(1),phaC; phaZ,2,3,2/3,ackA(1); acs(2),pta,2,5,2/5,mcmA(1); mcmB(2),prpC; prpD; prpE,3,5,3/5,glgC(1); glgP(3); glgX(1),glgA; glgB
coasm_bin.320,3,10,3/10,napA(1); nirK(1); nosZ(1),narG/narZ/nxrA; narH/narY/nxrB; narI/narV; napB; nirS; norB; norC,0,4,0/4,,nirB; nirD; nrfA; nrfH,0,3,0/3,,ppk; ppk2; ppx,7,8,7/8,pstS(1); pstC(1); pstA(1); pstB(1); pit(27); phoR(1); phoU(3),phoB,1,4,1/4,phaA(1),phaB; phaC; phaZ,1,3,1/3,acs(2),pta; ackA,1,5,1/5,mcmB(1),prpC; prpD; prpE; mcmA,2,5,2/5,glgP(2); glgX(2),glgC; glgA; glgB
coasm_bin.321,5,10,5/10,narG/narZ/nxrA(1); narH/narY/nxrB(1); narI/narV(1); nirS(1); nirK(1),napA; napB; norB; norC; nosZ,0,4,0/4,,nirB; nirD; nrfA; nrfH,1,3,1/3,ppk(1),ppk2; ppx,7,8,7/8,pstS(2); pstC(1); pstA(1); pstB(1); phoB(1); phoR(1); phoU(1),pit,4,4,4/4,phaA(2); phaB(2); phaC(1); phaZ(1),,2,3,2/3,ackA(1); acs(1),pta,2,5,2/5,prpC(1); prpD(1),prpE; mcmA; mcmB,0,5,0/5,,glgC; glgA; glgB; glgP; glgX
coasm_bin.322,4,10,4/10,nirK(1); norB(2); norC(2); nosZ(1),narG/narZ/nxrA; narH/narY/nxrB; narI/narV; napA; napB; nirS,0,4,0/4,,nirB; nirD; nrfA; nrfH,1,3,1/3,ppk(1),ppk2; ppx,6,8,6/8,pstS(2); pstC(1); pstA(1); pstB(1); phoR(2); phoU(1),pit; phoB,1,4,1/4,phaA(1),phaB; phaC; phaZ,0,3,0/3,,pta; ackA; acs,1,5,1/5,mcmB(1),prpC; prpD; prpE; mcmA,1,5,1/5,glgC(1),glgA; glgB; glgP; glgX
coasm_bin.324,0,10,0/10,,narG/narZ/nxrA; narH/narY/nxrB; narI/narV; napA; napB; nirS; nirK; norB; norC; nosZ,0,4,0/4,,nirB; nirD; nrfA; nrfH,2,3,2/3,ppk(1); ppk2(1),ppx,6,8,6/8,pstS(2); pstC(1); pstA(1); pstB(1); pit(1); phoU(1),phoB; phoR,0,4,0/4,,phaA; phaB; phaC; phaZ,1,3,1/3,acs(2),pta; ackA,1,5,1/5,mcmA(2),prpC; prpD; prpE; mcmB,4,5,4/5,glgC(2); glgA(3); glgP(1); glgX(1),glgB
coasm_bin.325,2,10,2/10,nirK(1); norB(1),narG/narZ/nxrA; narH/narY/nxrB; narI/narV; napA; napB; nirS; norC; nosZ,2,4,2/4,nrfA(1); nrfH(1),nirB; nirD,1,3,1/3,ppk(2),ppk2; ppx,7,8,7/8,pstS(3); pstC(1); pstA(2); pstB(1); pit(12); phoB(2); phoR(5),phoU,2,4,2/4,phaA(2); phaC(1),phaB; phaZ,1,3,1/3,acs(1),pta; ackA,1,5,1/5,mcmB(2),prpC; prpD; prpE; mcmA,5,5,5/5,glgC(1); glgA(1); glgB(2); glgP(1); glgX(2),
coasm_bin.335,6,10,6/10,napA(1); napB(1); nirS(1); norB(1); norC(1); nosZ(1),narG/narZ/nxrA; narH/narY/nxrB; narI/narV; nirK,2,4,2/4,nirB(1); nirD(1),nrfA; nrfH,2,3,2/3,ppk(1); ppk2(1),ppx,8,8,8/8,pstS(1); pstC(1); pstA(1); pstB(1); pit(5); phoB(1); phoR(1); phoU(1),,4,4,4/4,phaA(6); phaB(1); phaC(2); phaZ(1),,1,3,1/3,acs(1),pta; ackA,2,5,2/5,prpE(1); mcmA(1),prpC; prpD; mcmB,4,5,4/5,glgC(1); glgB(1); glgP(1); glgX(2),glgA
coasm_bin.336,3,10,3/10,narG/narZ/nxrA(1); narH/narY/nxrB(1); narI/narV(1),napA; napB; nirS; nirK; norB; norC; nosZ,0,4,0/4,,nirB; nirD; nrfA; nrfH,0,3,0/3,,ppk; ppk2; ppx,1,8,1/8,pit(1),pstS; pstC; pstA; pstB; phoB; phoR; phoU,4,4,4/4,phaA(2); phaB(1); phaC(3); phaZ(1),,2,3,2/3,pta(1); ackA(3),acs,0,5,0/5,,prpC; prpD; prpE; mcmA; mcmB,0,5,0/5,,glgC; glgA; glgB; glgP; glgX
coasm_bin.337,1,10,1/10,nirK(1),narG/narZ/nxrA; narH/narY/nxrB; narI/narV; napA; napB; nirS; norB; norC; nosZ,2,4,2/4,nrfA(3); nrfH(1),nirB; nirD,2,3,2/3,ppk(2); ppk2(1),ppx,8,8,8/8,pstS(2); pstC(1); pstA(1); pstB(2); pit(4); phoB(1); phoR(2); phoU(1),,1,4,1/4,phaA(2),phaB; phaC; phaZ,1,3,1/3,acs(1),pta; ackA,2,5,2/5,mcmA(1); mcmB(2),prpC; prpD; prpE,3,5,3/5,glgC(2); glgA(1); glgP(2),glgB; glgX
