sample_id,abundance_day,op_day,date,note,COD-Inf [mg/L],COD-Inf [mg/L]#2,P-Inf [mg/L],P-return [mg/L],N-Inf [mg/L],N-Inf [mg/L]#2,COD:P,COD:N,N:P,P_An-1 [mg/L],Acetate ppm [mg/L],Propionate ppm [mg/L],Acetate ppm [COD mg/L],Propionate ppm [COD mg/L],COD_An_1 [COD mg/L],P_An-2 [COD mg/L],Acetate ppm [mg/L]#2,Propionate ppm [mg/L]#2,COD_An_2 [COD mg/L],DO_An-1 [mg/L],DO_An-2 [mg/L],OPR_An-1 [mV],OPR_An-2 [mV],An_time [minutes],P_Ax-1 [mg/L],N_Ax-1 [mg/L],P_Ax-2 [mg/L],N_Ax-2 [mg/L],peakN2O [mg/L],pN2O_time [minutes],ORP_Ax-2 [mV],Ax_react_time [minutes],Ax_time [minutes],P_A-1 [mg/L],P_A-2 [mg/L],A_time [minutes],MLSS,MLSS [avg],SRT,COD removal [COD%],N removal [N%],N to N2O conversion [N2O%],P removal [P%],Cod removal (ppm) [COD-ppm],N removal (ppm) [N-ppn],P removal (ppm) [P-ppm],Anoxic P removal [ANO-P-ppm],Aerobic P removal [AER-P-ppm],COD removal [COD%]#2,N removal [N%]#2,N to N2O conversion [N2O%]#2,P removal [P%]#2,denitrification rate [mg NO2–N  h−1],specific denitrification rates [mg NO2–N g−1 VSS−1 h−1],specific denitrifying P uptake rate,anoxic:aerobic P uptake rate ratio
B77,346.0,585.0,2025-07-12,,,,,,29.2,,,,,,,,,,,,,,,,,,,80.0,,29.2,,0.0,4.69,,,104.99999999999994,240.0,,,40.0,,2280.000000000018,,,1.0,0.1606164383561644,,,29.2,,,,,1.0,0.1606164383561644,,16.685714285714294,7.318295739348317,4.71,87.7
,347.0,586.0,2025-07-13,,,,,,29.2,,,,,,,,,,,,,,,,,,,80.0,,29.2,,0.0,4.38,,,99.99999999999996,240.0,,,40.0,,2629.9999999999955,,,1.0,0.15,,,29.2,,,,,1.0,0.15,,17.520000000000003,6.6615969581749175,4.71,87.7
,348.0,587.0,2025-07-14,,,,18.500000000000004,8.8,29.5,,,,3.1891891891891886,18.05,54.886,22.305,,,,51.0,,,,,,,,80.0,51.0,29.5,17.5,0.0,5.88,,,90.0,240.0,17.5,15.05,40.0,,2974.9999999999773,,,1.0,0.199322033898305,0.1864864864864867,,29.5,3.4500000000000046,33.5,2.450000000000001,,1.0,0.199322033898305,,19.666666666666668,6.610644257703132,4.71,87.7
,349.0,588.0,2025-07-15,,,,,,29.75,,,,,,,,,,,,,,,,,,,80.0,,29.75,,0.0,7.09,,,114.99999999999991,240.0,,,40.0,,2974.9999999999773,,,1.0,0.2383193277310924,,,29.75,,,,,1.0,0.2383193277310924,,15.521739130434794,5.21739130434787,4.71,87.7
,350.0,589.0,2025-07-16,,,,,,30.0,,,,,,,,,,,,,,,,,,,80.0,41.4,30.0,10.05,0.0,6.01,,,104.99999999999994,240.0,10.05,9.1,40.0,,2974.9999999999773,,,1.0,0.2003333333333333,,,30.0,,31.35,0.9499999999999992,,1.0,0.2003333333333333,,17.142857142857153,5.762304921968835,4.71,87.7
,351.0,590.0,2025-07-17,nitriteace,,,,,30.0,,,,,,,,,,,,,,,,,,,80.0,,30.0,,0.0,8.58,,,119.99999999999989,240.0,,,40.0,2979.9999999999727,2974.9999999999773,,,1.0,0.286,,,30.0,,,,1.0,1.0,0.286,,15.000000000000014,5.0420168067227324,4.71,87.7
,352.0,591.0,2025-07-18,nitrite pro,,,,,30.0,,,,,,,,,,,,,,,,,,,80.0,,30.0,,0.0,10.04,,,125.00000000000004,240.0,,,40.0,2969.999999999982,2956.6666666666606,,,1.0,0.3346666666666666,,,30.0,,,,1.0,1.0,0.3346666666666666,,14.399999999999997,4.870349492671936,4.71,87.7
B78,353.0,592.0,2025-07-19,,,,,,30.0,,,,,,,,,,,,,,,,,,,80.0,,30.0,,0.0,8.39,,,119.99999999999989,240.0,,,40.0,,2956.6666666666606,,,1.0,0.2796666666666667,,,30.0,,,,,1.0,0.2796666666666667,,15.000000000000014,5.073280721533273,4.71,87.7
,354.0,593.0,2025-07-20,,,,,,30.0,,,,,,,,,,,,,,,,,,,80.0,,30.0,,0.0,8.82,,,119.99999999999989,240.0,,,40.0,,2840.000000000009,,,1.0,0.294,,,30.0,,,,,1.0,0.294,,15.000000000000014,5.2816901408450585,4.71,87.7
,355.0,594.0,2025-07-21,,,,15.7,,30.0,,,,3.8216560509554136,,,,,,,,,,,,,,,80.0,48.7,30.0,13.2,0.0,5.9,,,114.99999999999991,240.0,13.2,11.4,40.0,,2746.6666666666847,,,1.0,0.1966666666666666,0.2738853503184715,,30.0,4.3000000000000025,35.5,1.8000000000000025,,1.0,0.1966666666666666,,15.652173913043493,5.6986070071759904,4.71,87.7
,356.0,595.0,2025-07-22,aeraerace,,,,,30.0,,,,,,,,,,,,,,,,,,,80.0,,30.0,,0.0,9.2,,,104.99999999999994,240.0,,,40.0,2920.000000000028,2746.6666666666847,,,1.0,0.3066666666666666,,,30.0,,,,1.0,1.0,0.3066666666666666,,17.142857142857153,6.241331484049893,4.71,87.7
,357.0,596.0,2025-07-23,,,,15.7,0.0,30.0,,,,3.8216560509554136,,,,,,,,,,,,,,,80.0,,30.0,2.505,0.0,10.11,,,159.99999999999991,240.0,2.505,0.93,40.0,,2746.6666666666847,,,1.0,0.3369999999999999,0.9407643312101912,,30.0,14.77,,1.5749999999999995,,1.0,0.3369999999999999,0.9407643312101912,11.250000000000009,4.095873786407743,4.71,87.7
B79,358.0,597.0,2025-07-24,nitriteace,,,,,30.0,,,,,,,,,,,,,,,,,,,80.0,,30.0,,0.0,9.33,,,159.99999999999991,240.0,,,40.0,2630.000000000018,2746.6666666666847,,,1.0,0.311,,,30.0,,,,1.0,1.0,0.311,,11.250000000000009,4.095873786407743,4.71,87.7
,359.0,598.0,2025-07-25,nitritepro,,,,,30.0,,,,,,,,,,,,,,,,,,,80.0,,30.0,,0.0,10.9,,,170.00000000000003,240.0,,,40.0,2690.000000000009,2660.0000000000136,,,1.0,0.3633333333333333,,,30.0,,,,1.0,1.0,0.3633333333333333,,10.588235294117643,3.9805395842547338,4.71,87.7
,360.0,599.0,2025-07-26,,,,,,30.0,,,,,,,,,,,,,,,,,,,80.0,,30.0,,0.0,,,,114.99999999999991,240.0,,,40.0,,2660.0000000000136,,,1.0,,,,30.0,,,,,1.0,0.0,,15.652173913043493,5.884275907159178,4.71,87.7
,361.0,600.0,2025-07-27,,,,,,30.0,,,,,,,,,,,,,,,,,,,80.0,,30.0,,0.0,10.64,,,99.99999999999996,240.0,,,40.0,,2690.000000000009,,,1.0,0.3546666666666667,,,30.0,,,,,1.0,0.3546666666666667,,18.000000000000004,6.691449814126372,4.71,87.7
,362.0,601.0,2025-07-28,,,,,,30.0,,,,,,,,,,,,,,,,,,,80.0,,30.0,,0.0,7.3,,,85.00000000000001,240.0,,,40.0,,,,,1.0,0.2433333333333333,,,30.0,,,,,1.0,0.2433333333333333,,21.17647058823529,,4.71,87.7
,363.0,602.0,2025-07-29,,,,,,30.0,,,,,,,,,,,,,,,,,,,80.0,,30.0,,0.0,,,,85.00000000000001,240.0,,,40.0,,,,,1.0,,,,30.0,,,,,1.0,0.0,,21.17647058823529,,4.71,87.7
,364.0,603.0,2025-07-30,,,,,,30.0,,,,,,,,,,,,,,,,,,,80.0,,30.0,,0.0,,,,80.00000000000003,240.0,,,40.0,,,,,1.0,,,,30.0,,,,,1.0,0.0,,22.5,,4.71,87.7
,365.0,604.0,2025-07-31,,,,,,30.0,,,,,,,,,,,,,,,,,,,80.0,,30.0,,0.0,6.12,,,,240.0,,,40.0,,,,,1.0,0.204,,,30.0,,,,,1.0,0.204,,,,4.71,87.7
,366.0,605.0,2025-08-01,,,,,,30.0,,,,,,,,,,,,,,,,,,,80.0,,30.0,,0.0,17.75,,,69.99999999999991,240.0,,,40.0,,3440.0000000000546,,,1.0,0.5916666666666667,,,30.0,,,,,1.0,0.5916666666666667,,25.714285714285747,7.475083056478296,4.71,87.7
,367.0,606.0,2025-08-02,,,,14.216,,32.0,,,,4.50196961170512,,,,,,,,,,,,,,,80.0,,32.0,,0.0,4.53,,,59.99999999999994,240.0,,0.018,40.0,,3425.000000000045,,,1.0,0.1415625,0.998733821046708,,32.0,14.198,,,1.0,1.0,0.1415625,0.998733821046708,32.00000000000003,9.34306569343054,4.71,87.7
,368.0,607.0,2025-08-03,,,,14.216,,32.0,,,,4.50196961170512,,,,,,,,,,,,,,,80.0,,32.0,,0.0,1.46,,,69.99999999999991,240.0,,0.013,40.0,,3425.000000000045,,,1.0,0.045625,0.9990855374226224,,32.0,14.203,,,1.0,1.0,0.045625,0.9990855374226224,27.428571428571463,8.008342022940466,4.71,87.7
,369.0,608.0,2025-08-04,,,,14.216,0.192,35.0,,,,4.924029262802476,7.3,,,,,,32.4,,,,,,,,80.0,32.4,35.0,12.1,0.0,4.71,,,59.99999999999994,240.0,12.1,0.0192,40.0,,3425.000000000045,,,1.0,0.1345714285714285,0.9986494091164884,,35.0,14.1968,20.3,12.0808,1.0,1.0,0.1345714285714285,0.9986494091164884,35.00000000000004,10.218978102189656,4.71,87.7
,370.0,609.0,2025-08-05,aerace,,,,,35.0,,,,,,,,,,,,,,,,,,,80.0,,35.0,,0.0,3.06,,,69.99999999999991,240.0,,,40.0,3440.0000000000546,3425.000000000045,,,1.0,0.0874285714285714,,,35.0,,,,1.0,1.0,0.0874285714285714,,30.00000000000004,8.759124087591136,4.71,87.7
,371.0,610.0,2025-08-06,aerpro,,,,,35.0,,,,,,,,,,,,,,,,,,,80.0,,35.0,,0.0,11.74,,,80.00000000000003,240.0,,,40.0,3410.0000000000364,3425.000000000045,,,1.0,0.3354285714285714,,,35.0,,,,1.0,1.0,0.3354285714285714,,26.25,7.664233576642232,4.71,87.7
B80,372.0,611.0,2025-08-07,,,,,,35.0,,,,,,,,,,,,,,,,,,,80.0,,35.0,,0.0,5.09,,,69.99999999999991,240.0,,,40.0,,3425.000000000045,,,1.0,0.1454285714285714,,,35.0,,,,,1.0,0.1454285714285714,,30.00000000000004,8.759124087591136,4.71,87.7
,373.0,612.0,2025-08-08,,,,,,35.0,,,,,,,,,,,,,,,,,,,80.0,,35.0,,0.0,3.96,,,69.99999999999991,240.0,,,40.0,,3410.0000000000364,,,1.0,0.1131428571428571,,,35.0,,,,,1.0,0.1131428571428571,,30.00000000000004,8.797653958944199,4.71,87.7
,374.0,613.0,2025-08-09,,,,,,26.0,,,,,,,,,,,,,,,,,,,80.0,,26.0,,0.0,4.17,,,69.99999999999991,240.0,,,40.0,,,,,1.0,0.1603846153846153,,,26.0,,,,,1.0,0.1603846153846153,,22.28571428571432,,4.71,87.7
,375.0,614.0,2025-08-10,,,,,,26.0,,,,,,,,,,,,,,,,,,,80.0,,26.0,,0.0,3.51,,,69.99999999999991,240.0,,,40.0,,,,,1.0,0.1349999999999999,,,26.0,,,,,1.0,0.1349999999999999,,22.28571428571432,,4.71,87.7
,376.0,615.0,2025-08-11,,,,,,26.0,,,,,,,,,,,,,,,,,,,80.0,,26.0,,0.0,3.24,,,69.99999999999991,240.0,,,40.0,,3869.999999999982,,,1.0,0.1246153846153846,,,26.0,,,,,1.0,0.1246153846153846,,22.28571428571432,5.758582502768583,4.71,87.7
,377.0,616.0,2025-08-12,,,,,,26.0,,,,,,,,,,,,,,,,,,,80.0,,26.0,,0.0,,,,64.99999999999993,240.0,,,40.0,,3869.999999999982,,,1.0,,,,26.0,,,,,1.0,0.0,,24.000000000000025,6.201550387596934,4.71,87.7
,378.0,617.0,2025-08-13,,,,14.880000000000004,7.66,26.7,,,,3.588709677419354,15.1,,,,,,43.9,,,,,,,,80.0,43.9,26.7,20.1,4.28,,,,59.99999999999994,240.0,20.1,10.8,40.0,,3869.999999999982,,,0.8397003745318352,,0.2741935483870968,,22.42,4.080000000000002,23.8,9.3,,0.8397003745318352,0.0,0.2741935483870968,22.42000000000002,5.793281653746802,4.71,87.7
,379.0,618.0,2025-08-14,play double NO2,,,12.6,0.0,63.45,,,,10.071428571428571,6.3,,,,,,,,,,,,,,80.0,0.0,63.45,2.915,2.915,12.94,,,69.99999999999991,240.0,2.915,1.795,40.0,,3869.999999999982,,,0.9540583136327816,0.213760634343768,0.8575396825396825,,60.535,10.805,-2.915,1.12,,0.9540583136327816,0.213760634343768,0.8575396825396825,51.887142857142926,13.407530454042163,4.71,87.7
B81,380.0,619.0,2025-08-15,nitrateace,,,,,32.0,,,,,,,,,,,,,,,,,,,80.0,,32.0,,0.0,1.46,,,80.00000000000003,240.0,,,40.0,3869.999999999982,3999.999999999977,,,1.0,0.045625,,,32.0,,,,1.0,1.0,0.045625,,24.0,6.000000000000032,4.71,87.7
,381.0,620.0,2025-08-16,,,,,,32.0,,,,,,,,,,,,,,,,,,,80.0,,32.0,,0.0,4.95,,,69.99999999999991,240.0,,,40.0,,3999.999999999977,,,1.0,0.1546875,,,32.0,,,,,1.0,0.1546875,,27.428571428571463,6.857142857142905,4.71,87.7
,382.0,621.0,2025-08-17,,,,14.400000000000002,,32.0,,,,4.444444444444444,,,,,,,,,,,,,,,80.0,,32.0,17.8,0.0,6.7,,,69.99999999999991,240.0,17.8,8.4,40.0,,3999.999999999977,,,1.0,0.209375,0.4166666666666667,,32.0,6.000000000000002,,9.4,,1.0,0.209375,0.4166666666666667,27.428571428571463,6.857142857142905,4.71,87.7
,383.0,622.0,2025-08-18,,,,,,32.0,,,,,,,,,,,,,,,,,,,80.0,,32.0,,0.0,10.61,,,104.99999999999994,240.0,,,40.0,,4129.999999999973,,,1.0,0.3315625,,,32.0,,,,,1.0,0.3315625,,18.28571428571429,4.42753372535458,4.71,87.7
,384.0,623.0,2025-08-19,nitratepro,,,,,32.0,,,,,,,,,,,,,,,,,,,80.0,,32.0,,0.0,5.37,,,114.99999999999991,240.0,,,40.0,4129.999999999973,4129.999999999973,,,1.0,0.1678125,,,32.0,,,,1.0,1.0,0.1678125,,16.695652173913057,4.042530792715053,4.71,87.7
,385.0,624.0,2025-08-20,,,,,,32.0,,,,,,,,,,,,,,,,,,,80.0,,32.0,,0.0,9.87,,,185.0,240.0,,,40.0,,4129.999999999973,,,1.0,0.3084375,,,32.0,,,,,1.0,0.3084375,,10.37837837837838,2.5129245468228687,4.71,87.7
B82,386.0,625.0,2025-08-21,reduce of COD due to pressure gas builidup ,,,12.6,0.0,35.0,,,,5.555555555555555,6.3,,,,,,21.4,,,,,,,,80.0,21.4,35.0,1.32,4.28,10.78,,,195.0,240.0,1.32,0.0,40.0,,4129.999999999973,,,0.8777142857142857,0.3509114583333333,1.0,,30.72,12.6,20.08,1.32,,0.8777142857142857,0.3509114583333333,,9.452307692307697,,4.71,87.7
,387.0,626.0,2025-08-22,,,,,,35.0,,,,,,,,,,,,,,,,,,,80.0,,35.0,,0.0,11.31,,,180.0,240.0,,,40.0,,,,,1.0,0.3231428571428572,,,35.0,,,,,1.0,0.3231428571428572,,11.666666666666666,,4.71,87.7
,388.0,627.0,2025-08-23,,,,,,35.0,,,,,,,,,,,,,,,,,,,80.0,,35.0,,0.0,11.29,,,180.0,240.0,,,40.0,,,,,1.0,0.3225714285714285,,,35.0,,,,,1.0,0.3225714285714285,,11.666666666666666,,4.71,87.7
,389.0,628.0,2025-08-24,weird cycle,,,,,35.0,,,,,,,,,,,,,,,,,,,80.0,,35.0,,0.0,14.09,,,,240.0,,,40.0,,,,,1.0,0.4025714285714286,,,35.0,,,,,1.0,0.4025714285714286,,,,4.71,87.7
,390.0,629.0,2025-08-25,,,,,,35.0,,,,,,,,,,,,,,,,,,,80.0,,35.0,,0.0,5.49,,,90.0,240.0,,,40.0,,,,,1.0,0.1568571428571428,,,35.0,,,,,1.0,0.1568571428571428,,23.33333333333333,,4.71,87.7
,391.0,630.0,2025-08-26,,,,14.0,,35.0,,,,5.0,,,,,,,,,,,,,,,80.0,,35.0,16.58,0.0,,,,69.99999999999991,240.0,16.58,4.96,40.0,,,,,1.0,,0.6457142857142857,,35.0,9.04,,11.619999999999996,,1.0,0.0,0.6457142857142857,30.00000000000004,,4.71,87.7
,392.0,631.0,2025-08-27,,,,,,35.0,,,,,,,,,,,,,,,,,,,80.0,,35.0,,0.0,,,,69.99999999999991,240.0,,,40.0,,,,,1.0,,,,35.0,,,,,1.0,0.0,,30.00000000000004,,4.71,87.7
,393.0,632.0,2025-08-28,,,,,,35.0,,,,,,,,,,,,,,,,,,,80.0,,35.0,,0.0,3.75,,,80.00000000000003,240.0,,,40.0,,,,,1.0,0.1071428571428571,,,35.0,,,,,1.0,0.1071428571428571,,26.25,,4.71,87.7
,394.0,633.0,2025-08-29,,263.920046,,14.400000000000002,1.2,36.2,,18.32778097222221,3.6453045027624302,5.027777777777778,8.4,84.859,27.355,90.544553,41.41547,131.96002299999998,34.8,0.8770739999999999,0.95382,2.379921438,0.24,0.19,-65.0,-387.0,80.0,34.8,36.2,7.95,0.0,9.14,,,80.00000000000003,240.0,7.95,0.045,40.0,,,,0.990982415037924,1.0,0.2524861878453038,0.996875,261.540124562,36.2,14.355000000000002,26.85,7.905,0.990982415037924,1.0,0.2524861878453038,0.996875,27.149999999999995,,4.71,87.7
B83,395.0,634.0,2025-08-30,,,,,,0.0,,,,,,,,,,,,,,,,,,,80.0,,,,0.0,9.8,,,80.00000000000003,240.0,,,40.0,,,,,,,,,0.0,,,,,,,,,,4.71,87.7
,396.0,635.0,2025-08-31,,,,,,0.0,,,,,,,,,,,,,,,,,,,80.0,,,,0.0,10.64,,,90.0,240.0,,,40.0,,,,,,,,,0.0,,,,,,,,,,4.71,87.7
,397.0,636.0,2025-09-01,deteriation ,,,,,0.0,,,,,,,,,,,,,,,,,,,80.0,,,,0.0,13.42,,,125.00000000000004,240.0,,,40.0,,,,,,,,,0.0,,,,,,,,,,4.71,87.7
,398.0,637.0,2025-09-02,"ORP not really rising, but DO goes up to 0.883?",232.857696,,17.16,1.42,0.0,,13.569795804195802,,,10.0,75.844,23.45,80.92554799999999,35.5033,116.428848,,0.0,0.0,0.0,,,,,80.0,,,,0.0,12.52,,,125.00000000000004,240.0,7.55,2.84,40.0,,,,1.0,,,0.8344988344988346,232.857696,0.0,14.32,,4.71,,,,0.8344988344988346,,,4.71,87.7
,399.0,638.0,2025-09-03,,257.56118200000003,,15.06,1.57,35.6,,17.10233612217796,3.6174323314606736,4.727755644090306,9.1,83.677,26.088,89.283359,39.497232,128.78059100000002,33.5,0.0,0.0,0.0,,,,,80.0,33.5,35.6,6.45,0.0,12.54,,,180.0,240.0,6.45,3.14,40.0,,,,1.0,1.0,0.3522471910112359,0.7915006640106241,257.56118200000003,35.6,11.919999999999998,27.05,3.31,,1.0,,0.7915006640106241,11.866666666666667,,4.71,87.7
,400.0,639.0,2025-09-04,,,,16.0,,0.0,,,,,,,,,,,,,,,,,,,80.0,,,,0.0,11.7,,,180.0,240.0,,,40.0,,,,,,,1.0,,0.0,,,,,,,,,,4.71,87.7
,401.0,640.0,2025-09-05,"open wasting 16 seconds, decrease DO from 0.5*2 to 0.3 LPN*2 ",224.084262,,17.619999999999997,5.94,40.7,,12.717608513053348,2.752877911547911,4.619750283768446,14.75,73.881,21.936,78.83102699999999,33.211104,112.04213099999998,41.4,0.0,0.0,0.0,,,,,80.0,41.4,40.7,,0.0,12.69,,,204.99999999999991,240.0,,9.68,40.0,,,,1.0,1.0,0.3117936117936117,0.4506242905788876,224.084262,40.7,7.939999999999998,,,,1.0,,0.4506242905788876,11.912195121951225,,4.71,87.7
,402.0,641.0,2025-09-06,,,,,,0.0,,,,,,,,,,,,,,,,,,,80.0,,,,0.0,9.52,,,139.99999999999997,240.0,,,40.0,,,,,,,,,0.0,,,,,,,,,,4.71,87.7
,403.0,642.0,2025-09-07,woerd high ORP cycle,,,,,0.0,,,,,,,,,,,,,,,,,,,80.0,,,,0.0,9.15,,,114.99999999999991,240.0,18.1,14.04,40.0,,,,,,,,,0.0,,,4.060000000000002,,,,,,,4.71,87.7
,404.0,643.0,2025-09-08,,,,,,0.0,,,,,,,,,,,,,,,,,,,80.0,,,,0.0,11.29,,,129.99999999999994,240.0,18.1,12.36,40.0,,3919.999999999982,,,,,,,0.0,,,5.740000000000002,,,,,,,4.71,87.7
,405.0,644.0,2025-09-09,,,,,,0.0,,,,,,,,,,,,,,,,,,,80.0,,,,0.0,2.04,,,204.99999999999991,240.0,,,40.0,,3919.999999999982,,,,,,,0.0,,,,,,,,,,4.71,87.7
B84,406.0,645.0,2025-09-10,,,,,,0.0,,,,,,,,,,,,,,,,,,,80.0,,,,0.0,8.05,,,225.0,240.0,,,40.0,,3919.999999999982,,,,,,,0.0,,,,,,,,,,4.71,87.7
,407.0,646.0,2025-09-11,,,,,,0.0,,,,,,,,,,,,,,,,,,,80.0,,,,0.0,9.45,,,195.0,240.0,,,40.0,,3919.999999999982,,,,,,,0.0,,,,,,,,,,4.71,87.7
,408.0,647.0,2025-09-12,flatline high ORP,240.21077599999995,,13.839999999999998,5.18,30.3,,17.35626994219653,3.963874191419141,4.378612716763007,12.1,77.35,24.817,82.53244999999998,37.572938,120.10538799999998,38.9,0.211266,0.0,0.225420822,,,,,80.0,38.9,30.3,13.7,0.0,9.18,,,179.99999999999991,240.0,13.7,11.06,40.0,3919.999999999982,3919.999999999982,,0.9990615707348616,1.0,0.3029702970297029,0.2008670520231212,239.985355178,30.3,2.7799999999999976,25.2,2.640000000000001,0.9990615707348616,1.0,,0.2008670520231212,10.100000000000003,2.576530612244911,4.71,87.7
,409.0,648.0,2025-09-13,,,,,,36.2,,,,,,,,,,,,,,,,,,,80.0,26.6,36.2,6.2,0.0,8.68,,,101.0,240.0,6.2,0.0,40.0,,3565.000000000009,,,1.0,0.2397790055248618,,,36.2,,20.4,6.2,,1.0,,,21.504950495049503,6.032244178134488,4.71,87.7
,410.0,649.0,2025-09-14,,,,,,0.0,,,,,,,,,,,,,,,,,,,80.0,,,,0.0,8.38,,,134.99999999999991,240.0,,,40.0,,3565.000000000009,,,,,,,0.0,,,,,,,,,,4.71,87.7
,411.0,650.0,2025-09-15,didn't finish NO2? ,,,,,0.0,,,,,,,,,,,,,,,,,,,80.0,,,7.05,0.0,9.64,,,125.00000000000004,240.0,7.05,4.76,40.0,,3210.0000000000364,,,,,,,0.0,,,2.29,,,,,,,4.71,87.7
,412.0,651.0,2025-09-16,,,,,,0.0,,,,,,,,,,,,,,,,,,,80.0,,,,0.0,2.83,,,114.99999999999991,240.0,,,40.0,,3210.0000000000364,,,,,,,0.0,,,,,,,,,,4.71,87.7
,413.0,652.0,2025-09-17,gas 0.08 LPN to 0.18 LPM,262.080908,,27.18,4.86,32.8,,9.64241751287712,3.995135792682928,2.413539367181752,18.45,84.254,27.174,89.899018,41.141436,131.040454,56.3,0.0,0.0,0.0,,,,,80.0,56.3,32.8,21.5,0.0,1.24,,,114.99999999999991,240.0,21.5,4.54,40.0,3210.0000000000364,3210.0000000000364,,1.0,1.0,,0.8329654157468727,262.080908,32.8,22.64,34.8,16.96,,1.0,,0.8329654157468727,17.11304347826088,5.331166192604576,4.71,87.7
,414.0,653.0,2025-09-18,,,,,,0.0,,,,,,,,,,,,,,,,,,,80.0,,,,0.0,7.95,,,125.00000000000004,240.0,,,40.0,,3210.0000000000364,,,,,,,0.0,,,,,,,,,,4.71,87.7
B85,415.0,654.0,2025-09-19,,,,,,0.0,,,,,,,,,,,,,,,,,,,80.0,,,,0.0,8.29,,,135.0,240.0,,,40.0,,3210.0000000000364,,,,,,,0.0,,,,,,,,,,4.71,87.7
,416.0,655.0,2025-09-20,,,,,,0.0,,,,,,,,,,,,,,,,,,,80.0,,,,0.0,8.52,,,170.00000000000003,240.0,,,40.0,,,,,,,,,0.0,,,,,,,,,,4.71,87.7
,417.0,656.0,2025-09-21,,,,,,0.0,,,,,,,,,,,,,,,,,,,80.0,,,,0.0,8.88,,,149.99999999999994,240.0,,,40.0,,3270.000000000028,,,,,,,0.0,,,,,,,,,,4.71,87.7
,418.0,657.0,2025-09-22,,,,,,0.0,,,,,,,,,,,,,,,,,,,80.0,,,,0.0,10.42,,,204.99999999999991,240.0,,,40.0,,3270.000000000028,,,,,,,0.0,,,,,,,,,,4.71,87.7
,419.0,658.0,2025-09-23,,,,,,0.0,,,,,,,,,,,,,,,,,,,80.0,,,,0.0,10.18,,,225.0,240.0,,,40.0,,3270.000000000028,,,,,,,0.0,,,,,,,,,,4.71,87.7
,420.0,659.0,2025-09-24,no finish ',,,,,0.0,,,,,,,,,,,,,,,,,,,80.0,,,,0.0,10.28,,,240.0,240.0,,,40.0,,3270.000000000028,,,,,,,0.0,,,,,,,,,,4.71,87.7
,421.0,660.0,2025-09-25,gas 0.2 to 0.1 LPM,249.893718,,14.46,2.92,33.1,,17.281723236514523,3.7748295770392746,4.578146611341633,10.15,81.703,24.947,87.177101,37.769758,124.946859,38.6,0.0,0.0,0.0,,,,,80.0,38.6,33.1,10.0,0.0,,,,225.0,240.0,10.0,6.4,40.0,3270.000000000028,3270.000000000028,,1.0,1.0,,0.557399723374827,249.893718,33.1,8.059999999999999,28.6,3.6,,1.0,,0.557399723374827,8.826666666666666,2.699286442405686,4.71,87.7
,422.0,661.0,2025-09-26,,226.11089200000004,,14.54,4.68,34.6,,15.550955433287484,3.267498439306358,4.759284731774415,11.95,72.156,23.821,76.990452,36.064994000000006,113.05544600000002,37.4,1.922734,0.0,2.051557178,,,,,80.0,37.4,34.6,17.25,0.0,,,,,240.0,17.25,12.7,40.0,,3270.000000000028,,0.990926765359008,1.0,,0.126547455295736,224.05933482200004,34.6,1.8400000000000016,20.15,4.550000000000001,0.990926765359008,1.0,,0.126547455295736,,,4.71,87.7
B86,423.0,662.0,2025-09-27,,,,,,0.0,,,,,,,,,,,,,,,,,,,80.0,,,,0.0,,,,225.0,240.0,,,40.0,,3270.000000000028,,,,,,,0.0,,,,,,,,,,4.71,87.7
,424.0,663.0,2025-09-28,,,,14.54,,0.0,,,,,,,,,,,,,,,,,,,80.0,,,11.35,0.0,,,,220.00000000000003,240.0,11.35,8.0,40.0,,,,,,,0.4497936726272352,,0.0,6.540000000000001,,3.35,,,,0.4497936726272352,,,4.71,87.7
,425.0,664.0,2025-09-29,,,,,,0.0,,,,,,,,,,,,,,,,,,,80.0,,,,0.0,,,,205.00000000000009,240.0,,,40.0,,,,,,,,,0.0,,,,,,,,,,4.71,87.7
,426.0,665.0,2025-09-30,,,,,,0.0,,,,,,,,,,,,,,,,,,,80.0,,,,0.0,,,,149.0,240.0,,,40.0,,,,,,,,,0.0,,,,,,,,,,4.71,87.7
,427.0,666.0,2025-10-01,,,,,,0.0,,,,,,,,,,,,,,,,,,,80.0,,,,0.0,,,,141.0,240.0,,,40.0,,,,,,,,,0.0,,,,,,,,,,4.71,87.7
,428.0,667.0,2025-10-02,,,,,,0.0,,,,,,,,,,,,,,,,,,,80.0,,,,0.0,,,,141.0,240.0,,,40.0,,,,,,,,,0.0,,,,,,,,,,4.71,87.7
,429.0,668.0,2025-10-03,,,,,,0.0,,,,,,,,,,,,,,,,,,,80.0,,,,0.0,,,,125.0,240.0,,11.34,40.0,,,,,,,,,0.0,,,,,,,,,,4.71,87.7
,430.0,669.0,2025-10-04,,,,,,0.0,,,,,,,,,,,,,,,,,,,80.0,,,,0.0,,,,125.0,240.0,,,40.0,,,,,,,,,0.0,,,,,,,,,,4.71,87.7
,431.0,670.0,2025-10-05,,,,,,0.0,,,,,,,,,,,,,,,,,,,80.0,,,,0.0,,,,123.0,240.0,,,40.0,,,,,,,,,0.0,,,,,,,,,,4.71,87.7
