ko	root_iterativeID	n_MAGs	genus	CAN_1	CAN_2	CAN_3	CAN_4	CAN_5
K02040	JAFEBO01_m	1	JAFEBO01	0.4853	0.9592	0.8769	0.0917	0.2069
K02040	Ch132_m	1	Ch132	2.0413	1.2976	0.5419	3.0562	0.4833
K02040	Leptolinea	1	Leptolinea	0.0000	0.2183	0.2620	0.6730	0.8124
K02040	Blastopirellula	1	M30B19	1.3501	0.5337	0.2440	0.0000	0.0000
K02040	midas_g_2947	1	Arctic95D-9	1.5431	1.6838	1.2738	0.0000	0.0000
K02040	JABWBB01_m	1	JABWBB01	0.1030	0.2715	0.1862	0.9342	0.1757
K02040	CAIVAT01_m	1	CAIVAT01	0.2667	0.0000	0.0000	4.2127	0.2260
K02040	Flavitalea	1	JJ008	0.4141	0.3638	0.3741	0.0000	0.0785
K02040	Salinispiraceae_m	1		1.3515	0.8291	0.9911	2.4968	0.0638
K02040	UBA2386_m	1	UBA2386	1.7530	2.2247	1.4647	0.0000	0.0000
K02040	JADLGF01_m	1	JADLGF01	0.0000	0.0000	0.0000	1.4026	0.0000
K02040	midas_g_94	1		0.1359	0.0000	0.0000	0.2053	0.5407
K02040	midas_g_9628	1	UBA1930	0.5667	2.9870	0.7680	0.2141	0.0000
K02040	JAFLCM01_m	1	JAFLCM01	0.2891	0.5713	0.1306	0.1092	0.0000
K02040	Leptonema_m	1	Leptonema	1.1800	0.3887	0.7995	0.2229	0.0000
K02040	midas_g_17587	1		0.5949	1.5677	1.0749	0.0000	0.0000
K02040	UBA2396_m	1	UBA2396	1.2895	0.5098	0.6990	0.0000	0.0000
K02040	SCN-52-12_m	1	SCN-52-12	0.0000	0.0000	0.0000	0.1385	3.5879
K02040	Rurimicrobium	1	Flavipsychrobacter	1.0505	2.7684	2.8471	0.0000	0.2986
K02040	JAKRSD01_m	1	JAKRSD01	0.0000	0.0000	0.0000	0.0000	0.2434
K02040	Runella_m	1	Runella	0.0000	0.5191	0.3559	0.0000	0.0000
K02040	JAEUWI01_m	1	JAEUWI01	0.4000	0.1757	0.4819	0.0000	0.0758
K02040	Fimbriimonadaceae_m	1		0.0000	0.0000	0.0000	0.4106	0.3090
K02040	Xanthomonadaceae	1	Pseudoxanthomonas_B	0.3660	0.6431	0.3307	0.0922	0.0000
K02040	Phnomibacter_m	1	Phnomibacter	0.4733	0.6237	1.2828	0.0000	0.0000
K02040	UBA1934_m	1	UBA1934	0.0000	0.1720	0.1179	0.2958	0.0742
K02040	Chlorobium	1	Chlorobium	0.0000	0.1444	0.4636	0.6926	0.0000
K02040	JAFLBI01_m	1	JAFLBI01	0.2406	0.6341	0.6521	0.0000	0.1368
K02040	Bacteria_m	1		0.2587	0.5113	0.1168	0.0000	0.0000
K02305	Ca_Competibacter	6	Competibacter	708.3834	698.5126	725.8389	297.6276	158.0493
K02305	Thauera	1	Thauera	112.2234	263.3796	263.6041	8.9370	4.4833
K02305	Leptovillus_m	2	Leptovillus	20.2564	10.8873	10.7373	31.5770	23.9271
K02305	JAEULV01_m	1	JAEULV01	10.6712	11.0211	11.5515	15.6889	47.2775
K02305	Niveibacterium	1	Niveibacterium	0.0000	0.2810	0.7705	0.1611	0.1212
K02305	Azonexus	3	Azonexus	1.2047	1.9844	3.4158	0.2276	0.1457
K02305	Giesbergeria_m	2	Giesbergeria	6.7719	11.8978	11.4202	1.2279	0.8899
K02305	JAAEKA01_m	2	JAAEKA01	0.0000	2.2701	0.0000	17.9760	17.7073
K02305	Zoogloea	3	Zoogloea	17.7333	52.3562	49.2316	0.0000	2.1497
K02305	Bosea	2	JAIUNP01	5.1366	10.6240	6.4088	1.4974	3.6726
K02305	Fen-1058_m	1	Fen-1058	0.1142	0.0000	0.0000	1.8126	7.2094
K02305	Competibacter_A_m	1	Competibacter_A	0.0000	0.3997	0.2740	0.9166	0.0000
K02305	Azospira	2	Azospira_A	18.6635	14.3773	15.5641	4.7725	0.1632
K02305	Dokdonella	6	Dokdonella	1.6507	0.5932	0.4067	0.7937	0.0853
K02305	Rhodobacter	4	JAAKGP01	4.8342	4.3948	5.2227	2.7908	0.4818
K02305	Azonexus_m	2	Azonexus	0.3012	0.0000	0.2721	1.3653	0.0000
K02305	Flexifilum_m	4	Flexifilum	0.5147	0.4981	0.0944	2.3514	1.6094
K02305	Ottowia_m	1	Ottowia	1.8250	3.8476	1.9785	2.4819	1.0375
K02305	Rhodobacteraceae	3	Neotabrizicola	0.6404	0.4204	0.8367	2.8952	3.3082
K02305	midas_g_8672	1	OLB9	0.0000	0.0000	0.0000	5.1860	2.6781
K02305	Hydrogenophaga_m	3	Hydrogenophaga	1.5128	2.9474	3.5592	0.1345	0.0506
K02305	Defluviicoccus_m	2	Defluviicoccus	0.8614	0.8513	1.3619	0.1627	0.0000
K02305	Phaeodactylibacter	1	UBA2329	4.9379	4.3378	3.2219	11.1920	5.6146
K02305	CALBKH01_m	1	CALBKH01	0.8557	1.5034	1.0307	1.9395	6.1620
K02305	Arenimonas	4	Chiayiivirga	0.0000	0.8698	0.4472	0.2493	0.0000
K02305	UBA2796_m	1	UBA2796	1.2891	0.9168	0.8121	6.8420	3.9259
K02305	PHOS-HE28_m	2	PHOS-HE28	1.4647	1.8232	1.5734	4.4464	0.3954
K02305	UBA6663_m	1	UBA6663	2.8990	3.1890	1.9296	1.7169	5.4699
K02305	Taibaiella	1	Flavipsychrobacter	5.5375	11.3505	5.0028	3.4864	0.0000
K02305	JADKHR01_m	1	JADKHR01	4.0889	1.0776	1.6007	0.9268	0.7749
K02305	Sulfuritalea	2	Azospira_A	2.2970	2.6485	2.5940	2.2441	0.8443
K02305	P3OB-42	1	JAEUJQ01	1.7774	3.7186	2.5254	0.2868	0.0000
K02305	Gemmobacter	1	Gemmobacter	1.7001	1.8669	2.8159	0.2141	0.0000
K02305	Hoeflea	1	Pseudohoeflea	0.2057	0.0000	0.0000	0.0518	0.0390
K02305	Inhella_m	2	Inhella	2.4264	1.1990	2.4662	0.0000	0.0000
K02305	OLB10_m	1	OLB10	3.0313	0.0000	1.1411	2.3856	0.4308
K02305	Amaricoccus	1	Amaricoccus	1.5165	1.5987	1.3701	0.0000	0.3449
K02305	JALHNB01_m	2	JALHNB01	0.5452	0.0000	0.0000	2.4714	0.0000
K02305	JAIUNP01_m	1	JAIUNP01	0.2642	0.3482	0.8355	0.0998	0.6009
K02305	alphaI_cluster	1	GCA-013693735	0.3190	0.2102	0.7206	0.8436	0.6348
K02305	Cloacibacterium	1	Kaistella	0.3058	0.0000	0.2763	0.0000	0.0000
K02305	SHZI01_m	2	SHZI01	2.9998	1.9765	1.5487	0.6476	0.0000
K02305	UBA2475_m	3	UBA2475	1.5887	0.7789	3.5408	0.0000	0.3575
K02305	Gemmatimonas	1	JAABRT01	5.6112	1.3988	1.7811	20.9676	33.7974
K02305	2-12-FULL-35-15_m	2	2-12-FULL-35-15	1.1426	0.9990	1.1070	3.6809	0.3718
K02305	JALNZU01_m	1	JALNZU01	1.4075	1.4837	1.2716	0.6380	0.4001
K02305	Edaphobaculum	3	Flavipsychrobacter	2.5985	1.0816	0.9049	1.4259	0.6540
K02305	PGYR01_m	1	PGYR01	1.8222	0.2183	0.7483	0.5006	0.3767
K02305	Defluviimonas	1	Albidovulum	0.0000	0.0000	0.0000	0.4310	1.4594
K02305	JAEUKH01_m	1	JAEUKH01	0.3604	0.0000	0.0000	0.0000	0.8196
K02305	Vicingus_m	1	Vicingus	0.2610	1.0319	0.4716	2.9582	0.0000
K02305	Sediminibacterium	1	Sediminibacterium	0.3110	3.2781	0.5619	0.1175	0.0000
K02305	Prosthecobacter	1	Prosthecobacter	0.7187	0.1971	0.2984	2.5611	0.1700
K02305	midas_g_2947	1	Arctic95D-9	1.0942	0.7391	1.7492	0.0636	0.0000
K02305	Leptonema_m	1	Leptonema	2.5617	0.6638	0.4551	0.0000	0.0000
K02305	UBA2396_m	1	UBA2396	0.8742	0.8448	0.5265	0.0000	0.0000
K02305	Mariniflexile_m	1	Mariniflexile	1.1881	1.5656	0.8050	0.0000	0.0000
K02305	SCN-52-12_m	1	SCN-52-12	0.0000	0.0000	0.0000	0.0000	0.6458
K02305	Rurimicrobium	1	Flavipsychrobacter	0.9789	0.0000	3.5373	0.0000	0.0000
K02305	Flavipsychrobacter_m	1	Flavipsychrobacter	0.0000	0.0000	0.0000	0.3706	0.5020
K02305	JAEUWI01_m	1	JAEUWI01	0.5452	0.2395	0.2189	0.0000	0.0000
K02305	UBA927_m	1	UBA927	0.0000	0.0000	0.0000	0.1778	0.4014
K02567	Ca_Accumulibacter	3	Accumulibacter	24.4028	13.4595	15.1145	45.4372	120.6756
K02567	Thauera	1	Thauera	34.4861	83.3887	78.7384	2.8012	1.6170
K02567	JAEULV01_m	1	JAEULV01	7.1610	9.8462	8.7666	9.0171	35.0473
K02567	Niveibacterium	1	Niveibacterium	0.0506	5.9528	0.6839	0.0382	0.0000
K02567	Azonexus	3	Azonexus	7.8928	4.7357	4.3029	42.9440	8.2196
K02567	Propionivibrio	1	Accumulibacter	10.8304	2.6551	3.8683	35.3942	2.1479
K02567	Giesbergeria_m	2	Giesbergeria	0.3069	0.5392	0.4159	0.1932	0.0291
K02567	Denitratisoma	1	Desulfobacillus	25.2074	11.2185	11.4620	9.4593	0.1898
K02567	Accumulibacter_m	3	Accumulibacter	1.6399	0.5675	0.4938	2.5655	5.2360
K02567	Zoogloea	3	Zoogloea	7.7105	18.2098	16.7028	0.7865	0.4019
K02567	Bosea	2	JAIUNP01	1.8276	3.4420	2.5217	1.5135	2.8946
K02567	Azospira	2	Azospira_A	10.3686	7.3568	8.6467	2.2095	0.0000
K02567	Beijerinckiaceae_m	1		0.0000	0.0000	0.3815	2.8712	39.3695
K02567	Azonexus_m	2	Azonexus	0.3084	0.5418	0.1393	4.1937	0.3506
K02567	Pseudoxanthomonas_A_m	2	Pseudoxanthomonas_A	13.2385	26.5827	25.2798	0.3864	0.1162
K02567	CALBKH01_m	1	CALBKH01	0.2585	0.0681	0.1401	0.3125	1.7049
K02567	Rhodoplanes	1	SCUB01	0.3559	0.9381	0.0000	4.3028	7.4874
K02567	Desulfobacillus_m	1	Desulfobacillus	1.3729	0.7370	1.2404	0.3842	0.0000
K02567	Rhizobiaceae	2	Mesorhizobium_A	1.1003	0.4143	0.4260	0.2375	0.0000
K02567	Sulfuritalea	2	Azospira_A	0.6089	0.4681	0.8710	0.6871	0.0574
K02567	Hoeflea	1	Pseudohoeflea	0.6947	0.0000	1.2552	1.5745	1.1848
K02567	Inhella_m	2	Inhella	1.6863	3.1363	2.0189	0.5628	0.0000
K02567	Sulfuritalea_m	1	Sulfuritalea	0.7094	0.2671	0.5035	0.4211	0.0000
K02567	JAIUNP01_m	1	JAIUNP01	0.1011	0.2664	0.0913	0.1528	0.1437
K02567	alphaI_cluster	1	GCA-013693735	0.9048	1.4307	1.3079	0.4102	0.3086
K02567	JADKFD01_m	1	JADKFD01	1.4068	0.5704	0.5866	0.9811	0.1846
K02567	GCA-013693735_m	1	GCA-013693735	0.5630	0.7419	1.2716	0.0000	0.4801
K02567	Pseudofulvimonas_m	2	Pseudofulvimonas	0.8155	0.6716	0.8289	0.2696	0.0290
K02567	Terrimicrobium	1	QYQL01	0.0000	0.0000	0.0000	0.3674	0.4739
K02567	JABFRJ01_m	1	JABFRJ01	0.9980	0.7239	1.3980	0.6607	0.0286
K02567	JAEUKH01_m	1	JAEUKH01	7.3608	7.3419	1.7177	1.2009	6.8208
K02567	JADLGF01_m	1	JADLGF01	0.0000	0.0000	0.0000	1.5253	0.0000
K02567	midas_g_94	1		0.0000	0.2243	0.0000	0.0000	0.2903
K02567	midas_g_251	1	SCUB01	0.0000	0.0000	0.0926	0.1550	0.1166
K02567	UBA1934_m	1	UBA1934	0.1515	0.4657	0.2281	0.2670	0.5454
K02568	Ca_Accumulibacter	3	Accumulibacter	56.2735	24.5547	25.8555	83.8103	255.2184
K02568	Thauera	1	Thauera	100.6857	265.7220	247.8926	7.9733	4.0540
K02568	JAEULV01_m	1	JAEULV01	23.0098	26.0440	29.8491	30.7568	120.0815
K02568	Azonexus	3	Azonexus	12.8088	9.6832	12.8624	76.8618	15.7313
K02568	Propionivibrio	1	Accumulibacter	10.7116	1.7643	5.2418	30.8538	2.4105
K02568	Giesbergeria_m	2	Giesbergeria	0.8614	0.3784	1.2970	0.2169	0.0000
K02568	Denitratisoma	1	Desulfobacillus	19.0100	9.3935	7.1112	6.1714	0.1689
K02568	Accumulibacter_m	3	Accumulibacter	0.2761	0.7276	0.2494	2.9202	3.1392
K02568	Zoogloea	3	Zoogloea	12.2297	26.2063	26.7392	0.5400	0.9266
K02568	Bosea	2	JAIUNP01	3.5490	7.8297	5.6691	4.8877	10.3428
K02568	Azospira	2	Azospira_A	15.1541	12.9620	11.7692	2.4104	0.0000
K02568	Beijerinckiaceae_m	1		0.2797	0.0000	0.0000	1.5847	16.8539
K02568	Azonexus_m	2	Azonexus	1.1601	2.6842	0.5240	8.9568	1.8087
K02568	Pseudoxanthomonas_A_m	2	Pseudoxanthomonas_A	37.9289	71.7496	68.0948	0.8785	0.3971
K02568	CALBKH01_m	1	CALBKH01	0.5781	0.3809	0.5223	0.8736	3.7797
K02568	Rhodoplanes	1	SCUB01	0.0000	0.0000	0.0733	1.1643	2.1212
K02568	Desulfobacillus_m	1	Desulfobacillus	4.4748	2.5797	4.0426	0.8452	0.0000
K02568	Rhizobiaceae	2	Mesorhizobium_A	1.1205	0.5537	0.7592	0.3704	0.2389
K02568	Sulfuritalea	2	Azospira_A	5.4889	4.8645	4.1470	2.1775	0.0000
K02568	Hoeflea	1	Pseudohoeflea	0.4223	0.0000	0.7629	0.9571	0.7202
K02568	Inhella_m	2	Inhella	2.7597	4.2606	4.3360	0.2958	0.0000
K02568	Sulfuritalea_m	1	Sulfuritalea	2.0937	0.3941	1.8915	1.5818	0.0000
K02568	JAIUNP01_m	1	JAIUNP01	0.5522	0.7276	0.7483	0.6258	0.6278
K02568	alphaI_cluster	1	GCA-013693735	0.4182	0.0000	0.5667	0.1580	0.1189
K02568	JADKFD01_m	1	JADKFD01	4.3553	1.2753	1.7488	4.0218	0.0000
K02568	GCA-013693735_m	1	GCA-013693735	0.3033	0.7993	0.5480	0.4583	1.2071
K02568	Pseudofulvimonas_m	2	Pseudofulvimonas	1.7091	1.3513	0.9264	0.2583	0.0000
K02568	JABFRJ01_m	1	JABFRJ01	0.5522	0.3638	0.7483	0.4172	0.4709
K02568	JAEUKH01_m	1	JAEUKH01	0.0000	0.0000	0.0000	0.0000	0.7773
K02568	Prosthecobacter	1	Prosthecobacter	0.5840	0.3848	0.1319	1.2134	0.1660
K02568	midas_g_94	1		0.0000	0.0000	0.0000	0.0000	0.4801
K02568	midas_g_251	1	SCUB01	0.0000	1.0708	0.7342	0.0000	0.3080
K03385	Leptovillus_m	2	Leptovillus	17.2149	8.1554	10.4200	24.4140	21.7427
K03385	OLB5_m	3	OLB5	529.2772	310.6878	327.8399	516.5784	179.7714
K03385	JAAEKA01_m	2	JAAEKA01	0.3084	0.0000	0.2413	4.9922	7.5453
K03385	Fen-1058_m	1	Fen-1058	0.0000	0.0000	0.0000	5.3519	14.8204
K03385	Villigracilis_m	4	Villigracilis	3.2126	0.3503	1.0908	8.4289	5.5803
K03385	UBA5066_m	3	UBA5066	21.2353	31.8956	17.2521	3.0061	0.4222
K03385	Ca_Caldilinea	2	Caldilinea	0.8350	1.1003	0.2740	3.3553	1.8350
K03385	Flexifilum_m	4	Flexifilum	0.8829	0.5267	0.5599	0.6454	0.9550
K03385	JAEXTR01_m	1	JAEXTR01	5.9527	7.1103	8.5969	7.6876	19.9646
K03385	CAIKZJ01_m	1	CAIKZJ01	0.0888	0.1944	0.1570	54.8448	24.7857
K03385	Ignavibacterium	3	UTCHB3	3.9557	4.1705	4.1987	10.0683	0.2548
K03385	UBA2796_m	1	UBA2796	0.7178	0.2365	0.0000	2.8472	1.7344
K03385	UBA1924_m	2		4.0184	9.1186	7.2366	0.1150	0.0000
K03385	BA9_m	1	BA9	0.6924	0.9953	1.9904	32.3430	0.0227
K03385	UBA6663_m	1	UBA6663	0.4973	0.9175	0.0899	0.8266	0.6220
K03385	JADKHR01_m	1	JADKHR01	2.2406	1.3122	1.2370	1.5047	0.7077
K03385	P3OB-42	1	JAEUJQ01	1.4437	1.9023	1.7390	0.1818	0.0000
K03385	JACRCT01_m	1	JACRCT01	0.0000	0.0000	0.0000	0.0000	3.6729
K03385	JALHNB01_m	2	JALHNB01	0.2897	0.0000	0.1745	0.8026	0.1098
K03385	JANWYT01_m	1	JANWYT01	1.9676	2.3047	1.7776	0.0000	0.0000
K03385	GCA-2794515_m	2	GCA-2794515	2.7778	1.5710	1.6532	0.7070	0.4236
K03385	Bryobacter	3	JACTMJ01	4.2266	3.4512	3.7729	1.4075	0.0000
K03385	Cephaloticoccus	1	UBA2377	7.0585	2.4577	2.1628	1.5846	0.2046
K03385	UBA2287_m	1	UBA2287	0.2981	0.7099	0.4349	3.1778	1.8700
K03385	JAIOHN01_m	1	JAIOHN01	0.0000	0.0000	1.4193	4.3980	0.0000
K03385	UBA9002_m	1	UBA9002	1.1230	0.5165	0.3298	1.6110	3.3122
K03385	UBA5195_m	1	UBA5195	0.2626	0.0000	0.0000	0.3968	1.6423
K03385	Holophagaceae	1	Holophaga	0.3480	1.1465	0.6289	0.3944	0.0000
K03385	JALNZU01_m	1	JALNZU01	1.0380	1.1190	2.5273	1.0419	0.0433
K03385	midas_g_6489	1	UBA6170	0.0000	0.0000	0.0000	0.3740	0.3940
K03385	Anaerolinea	1	Anaerolinea	0.1009	0.2658	0.0000	0.7621	0.0573
K03385	UBA8950_m	1	UBA8950	0.0000	0.0000	0.1663	0.9734	0.4186
K03385	UBA2392_m	1	UBA2392	1.7631	0.6638	1.8204	0.1903	0.0000
K03385	Holophaga_m	1	Holophaga	0.0000	0.5664	0.0777	0.1299	0.2444
K03385	JAEUKH01_m	1	JAEUKH01	0.0000	0.0000	0.8931	0.0000	2.0309
K03385	IGN3_m	1	IGN3	0.0000	0.0000	0.0778	1.0509	0.2473
K03385	GCA-2702655_m	1	GCA-2702655	0.0000	0.0000	0.0000	0.5378	0.3541
K03385	JAFEBO01_m	1	JAFEBO01	2.3211	1.3593	1.8640	0.1948	0.4399
K03385	Ch132_m	1	Ch132	0.2950	0.3887	0.1333	0.7801	0.1677
K03385	Blastopirellula	1	M30B19	1.3569	1.0099	0.0000	0.0000	0.0000
K03385	JABWBB01_m	1	JABWBB01	0.1549	0.2041	0.1400	0.5852	0.0881
K03385	CAIVAT01_m	1	CAIVAT01	0.0000	0.0000	0.0000	0.4478	0.0374
K03385	JAFLCM01_m	1	JAFLCM01	0.0000	0.3685	1.0107	0.0000	0.0000
K03385	UBA2396_m	1	UBA2396	1.8096	0.4769	0.5450	0.0000	0.0000
K03385	Mariniflexile_m	1	Mariniflexile	0.2482	0.9813	0.4485	0.0000	0.0000
K03385	CALMUP01_m	1	CALMUP01	0.6576	0.0000	1.4851	0.0000	0.0000
K03821	Ca_Competibacter	6	Competibacter	1576.2579	1611.4516	1571.9801	866.7156	403.4808
K03821	Ca_Accumulibacter	3	Accumulibacter	200.9859	132.4609	127.9497	425.3167	666.1102
K03821	Thauera	1	Thauera	109.1310	262.5966	249.3630	9.2482	5.3008
K03821	Leptovillus_m	2	Leptovillus	15.1486	7.1430	8.7884	21.9363	19.2510
K03821	JAEULV01_m	1	JAEULV01	21.8006	23.4717	25.9402	29.1252	105.1987
K03821	Niveibacterium	1	Niveibacterium	0.0000	3.1253	1.2485	1.0201	0.0000
K03821	Azonexus	3	Azonexus	44.4876	19.1140	28.0260	288.9032	81.6419
K03821	Propionivibrio	1	Accumulibacter	50.6017	11.7569	17.4632	157.3421	10.3216
K03821	Lysobacter	1	SCMT01	15.9696	22.3184	17.6335	15.1121	4.6771
K03821	Giesbergeria_m	2	Giesbergeria	12.3968	16.8484	18.0091	2.5315	0.8451
K03821	Denitratisoma	1	Desulfobacillus	64.2999	23.0984	27.0496	24.5525	0.7553
K03821	Accumulibacter_m	3	Accumulibacter	9.3499	5.4623	6.5847	16.2397	14.1229
K03821	Zoogloea	3	Zoogloea	57.8943	148.7400	139.7605	3.1259	2.8843
K03821	Bosea	2	JAIUNP01	7.8256	9.4130	8.7495	6.0578	16.2124
K03821	Competibacter_A_m	1	Competibacter_A	0.6110	0.3834	0.2555	1.7348	0.1824
K03821	Azospira	2	Azospira_A	40.9222	44.1186	39.7157	14.3616	5.1254
K03821	Mesorhizobium	4	DUSC01	3.3337	5.6329	6.6741	7.2101	8.2017
K03821	Dokdonella	6	Dokdonella	4.9224	4.3530	2.2979	8.4133	0.6228
K03821	Beijerinckiaceae_m	1		0.6912	0.7039	0.0677	3.6514	47.9506
K03821	Rhodobacter	4	JAAKGP01	3.8896	4.8416	3.9094	1.4341	1.5003
K03821	Azonexus_m	2	Azonexus	4.8074	6.1453	3.4228	33.5019	3.0079
K03821	Pseudoxanthomonas_A_m	2	Pseudoxanthomonas_A	7.3414	12.2534	15.0336	0.7395	0.0000
K03821	Flexifilum_m	4	Flexifilum	0.6206	0.3271	0.5607	0.4689	0.1411
K03821	Ottowia_m	1	Ottowia	23.3503	34.7687	34.7126	34.8304	22.5386
K03821	Rhodobacteraceae	3	Neotabrizicola	2.5999	0.2368	0.7598	12.5284	5.9098
K03821	Hydrogenophaga_m	3	Hydrogenophaga	0.5360	7.6344	5.1257	0.9120	0.1877
K03821	Defluviicoccus_m	2	Defluviicoccus	7.1030	8.2354	6.1373	1.2262	0.4778
K03821	Phaeodactylibacter	1	UBA2329	2.9449	1.2935	1.5520	3.3374	2.7207
K03821	CALBKH01_m	1	CALBKH01	0.3820	0.4544	0.0863	1.5350	4.5237
K03821	Rhodoplanes	1	SCUB01	0.0000	0.0000	0.0000	3.1806	4.9708
K03821	Desulfobacillus_m	1	Desulfobacillus	9.0762	2.8994	5.0636	2.7115	0.4571
K03821	Phreatobacter_m	2	Phreatobacter	1.1331	1.9827	0.9639	2.2879	1.0124
K03821	Arenimonas	4	Chiayiivirga	2.3203	1.9549	2.5838	0.8155	0.0614
K03821	UBA1573_m	3	UBA1573	8.1617	9.7521	6.7101	16.6289	15.8898
K03821	Rhizobiaceae	2	Mesorhizobium_A	0.3542	1.4726	1.2160	2.4196	1.0916
K03821	JACTMZ01_m	4	JACTMZ01	0.9363	0.6169	0.8459	0.3537	0.0000
K03821	Taibaiella	1	Flavipsychrobacter	5.2738	4.6329	7.4115	4.2058	0.1666
K03821	Sulfuritalea	2	Azospira_A	3.2838	4.7423	4.7683	2.5305	0.7220
K03821	Rhabdaerophilum_m	1	Rhabdaerophilum	0.4164	0.3919	0.1612	0.5843	1.3190
K03821	Chelatococcus_asaccharovorans	1	Chelatococcus	3.2090	3.5951	4.6951	2.6926	0.5186
K03821	P3OB-42	1	JAEUJQ01	2.2650	3.4246	2.7678	0.2522	0.3796
K03821	Gemmobacter	1	Gemmobacter	1.9835	2.6136	2.8159	0.2141	0.0000
K03821	JACRCT01_m	1	JACRCT01	0.0000	0.0000	0.0000	0.0861	5.2697
K03821	Hoeflea	1	Pseudohoeflea	1.2818	0.6756	0.2316	0.0000	0.0000
K03821	Inhella_m	2	Inhella	2.2266	3.8712	4.3508	0.8926	0.2520
K03821	Amaricoccus	1	Amaricoccus	2.0298	1.9216	4.3979	0.9405	0.3690
K03821	Brevundimonas	2	Brevundimonas	0.4350	0.0000	0.0000	2.6295	0.4947
K03821	Sulfuritalea_m	1	Sulfuritalea	2.5442	0.9866	1.8904	1.4797	0.0406
K03821	JAIUNP01_m	1	JAIUNP01	1.1227	0.7561	0.8475	0.7879	0.0000
K03821	alphaI_cluster	1	GCA-013693735	0.2046	0.8088	0.2773	0.5410	0.1163
K03821	Luteimonas	3	Luteimonas_D	2.0664	2.8364	2.8852	1.7712	0.6118
K03821	Aquimonas_m	3	Aquimonas	0.9552	1.3408	1.8247	1.1647	0.2423
K03821	UBA2400_m	1		0.0000	0.0486	0.0873	0.0903	11.0905
K03821	SHZI01_m	2	SHZI01	1.1795	1.6200	0.7992	0.5690	0.0000
K03821	JADKFD01_m	1	JADKFD01	2.5211	0.8305	1.8981	0.6349	0.1194
K03821	Novosphingobium	1	Novosphingobium	0.0000	0.0000	0.0000	0.2047	11.0073
K03821	UBA2475_m	3	UBA2475	3.2890	3.1693	5.3160	0.0930	0.0000
K03821	Pseudorhodobacter	1	JAAKGP01	0.5743	0.7567	1.8158	0.4339	0.0000
K03821	midas_g_4351	1	JADZAI01	2.3521	0.7591	1.0966	3.9066	2.5461
K03821	JADZAI01_m	1	JADZAI01	0.6623	1.9222	3.7085	0.2998	0.1493
K03821	GCA-013693735_m	1	GCA-013693735	0.0532	0.0702	0.1443	0.0402	0.2421
K03821	Luteimonas_D_m	1	Luteimonas_D	0.4826	1.4307	1.1989	0.1823	0.0686
K03821	Paracoccus	1	Paracoccus	0.8556	1.5882	1.2832	0.3784	0.5705
K03821	Pseudofulvimonas_m	2	Pseudofulvimonas	1.0206	1.6420	0.9135	0.4859	0.2321
K03821	Casimicrobium_m	1	Casimicrobium	0.3313	1.0914	0.4490	0.2503	0.0000
K03821	Thermomonas	2	Thermomonas	0.9675	1.9126	1.6392	0.3646	0.0000
K03821	JABFRJ01_m	1	JABFRJ01	0.0000	0.0000	0.2760	0.4616	0.0000
K03821	Edaphobaculum	3	Flavipsychrobacter	0.4754	0.0000	0.0000	0.7184	1.0699
K03821	Shinella	1	Mesorhizobium_G	0.9725	1.7824	2.4018	0.0000	0.1758
K03821	Defluviimonas	1	Albidovulum	0.1696	0.6703	0.2360	0.3947	4.4399
K03821	JAEUKH01_m	1	JAEUKH01	0.0000	0.0000	0.0000	0.0000	1.5631
K03821	GCA-2702655_m	1	GCA-2702655	0.0000	0.0000	0.0000	0.8694	0.5607
K03821	midas_g_94	1		0.5106	0.1861	0.3346	0.5056	1.0778
K03821	Brevundimonas_m	1	Brevundimonas	0.4406	0.0000	0.0000	1.7263	0.0000
K03821	Rurimicrobium	1	Flavipsychrobacter	0.0000	0.9396	1.0307	0.0000	0.0000
K03821	Flavipsychrobacter_m	1	Flavipsychrobacter	0.5229	0.6890	0.0000	0.3950	1.1891
K03821	Xanthomonadaceae	1	Pseudoxanthomonas_B	0.2413	0.6359	0.1090	0.0911	0.0686
K03821	midas_g_251	1	SCUB01	0.0000	0.4714	0.3232	0.0000	0.1627
K03821	UBA1934_m	1	UBA1934	0.0000	0.1821	0.0000	0.3663	0.0399
K03821	Bacteria_m	1		0.0808	0.0000	0.2190	0.0000	0.0000
K04561	Ca_Competibacter	6	Competibacter	303.0609	283.9117	291.8323	263.0832	176.2126
K04561	Ca_Accumulibacter	3	Accumulibacter	28.2561	16.2433	17.2878	55.0819	118.4501
K04561	Thauera	1	Thauera	49.6236	115.4790	111.4021	4.8102	1.7034
K04561	JAEULV01_m	1	JAEULV01	15.3136	15.7646	16.1406	22.1753	70.2836
K04561	Niveibacterium	1	Niveibacterium	0.0000	1.1020	1.1333	0.3159	0.2377
K04561	Azonexus	3	Azonexus	1.6216	2.2602	3.8828	0.3770	0.2837
K04561	Propionivibrio	1	Accumulibacter	13.3237	4.0829	5.3187	46.3517	1.9377
K04561	Lysobacter	1	SCMT01	18.7305	13.8047	17.3041	12.3124	3.1886
K04561	Giesbergeria_m	2	Giesbergeria	14.9811	25.7645	27.0828	3.7029	2.5383
K04561	Zoogloea	3	Zoogloea	6.2243	12.1395	14.3585	0.1415	0.6643
K04561	Bosea	2	JAIUNP01	2.2989	3.9068	3.1580	3.4864	8.6738
K04561	Competibacter_A_m	1	Competibacter_A	0.0000	1.0953	0.7510	1.7895	0.0712
